RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0736045	0.117745	0.707782	0.166358	0.228557	0.284428	0.707782	0.401859
1	1	0.135635	0.256965	0.801367	0.320658	-0.0460878	-0.0459922	0.860349	-0.0534576
1	2	0.0706442	0.173069	1.05556	0.163959	0.281612	0.206058	0.830976	0.247971
1	3	0.490603	0.629611	0.900564	0.69913	0.471992	0.423654	0.787174	0.538196
1	4	0.217935	0.330889	0.928233	0.356472	-0.0208307	0.12214	0.702476	0.17387
1	5	-0.0849037	0.0329913	0.894773	0.0368712	-0.0059831	0.234839	1.12991	0.207839
1	6	0.0929796	0.15954	1.05326	0.151471	0.124935	0.297059	0.935224	0.317634
1	7	0.0460697	0.166522	0.920007	0.181001	0.121383	-0.210814	1.06597	-0.197767
1	8	0.280275	0.420073	0.825223	0.509041	0.353709	0.300167	0.82499	0.363843
1	9	0.257909	0.459312	0.894837	0.513291	0.291382	0.343339	0.663116	0.517767
2	0	-0.146738	-0.155782	0.998044	-0.156088	-0.13081	-0.0898118	0.998044	-0.0899879
2	1	0.250832	0.388895	0.991902	0.39207	0.417663	0.440571	0.985598	0.447009
2	2	0.450684	0.680086	1.02285	0.664895	0.605733	0.627658	0.726865	0.863514
2	3	0.5874	0.805967	0.748125	1.07731	0.300142	0.556128	1.16662	0.476701
2	4	0.0895009	0.324319	0.975567	0.332441	0.151578	0.230836	0.968848	0.238258
2	5	0.320403	0.323049	1.07291	0.301098	-0.00820321	0.230549	1.50939	0.152744
2	6	-0.0193633	0.27187	1.36801	0.198733	0.254	0.47381	2.0392	0.232351
2	7	-0.230693	-0.375454	1.08109	-0.347292	0.0231508	0.0745288	1.19823	0.0621992
2	8	0.490184	0.771821	1.04613	0.73779	0.303549	0.305846	0.659447	0.463792
2	9	0.235058	0.823692	0.904112	0.911051	0.251314	0.526026	1.25887	0.417855
3	0	0.0376703	0.115747	0.898108	0.128879	0.0686227	0.128482	0.898108	0.143058
3	1	-0.0765986	0.0290214	0.867317	0.0334611	-0.14152	-0.130865	0.799944	-0.163593
3	2	0.064444	0.00408904	0.830661	0.00492263	0.323453	0.200225	0.77364	0.25881
3	3	0.333644	0.320828	0.942666	0.340342	0.116102	0.206711	0.940471	0.219795
3	4	0.201945	0.428966	0.839351	0.511069	0.311419	0.433041	0.717413	0.603615
3	5	0.358947	0.582819	0.755633	0.771299	-0.178905	-0.0344333	0.881492	-0.0390626
3	6	-0.131402	0.0689376	0.921757	0.0747894	0.168188	0.378594	1.7733	0.213497
3	7	0.0414913	-0.196467	1.30805	-0.150199	0.269509	0.333774	1.36418	0.24467
3	8	0.0746925	0.0432994	1.09131	0.0396765	-0.113904	-0.0120255	0.762446	-0.0157723
3	9	-0.114421	0.136303	0.865946	0.157403	-0.159855	0.210299	0.723785	0.290555
4	0	0.00845889	-0.132423	1.07713	-0.12294	0.201329	-0.110092	1.07713	-0.102208
4	1	0.144686	0.329122	0.958912	0.343225	0.0272335	0.0907247	0.766317	0.118391
4	2	0.202857	0.289162	0.831333	0.347829	0.29327	0.536427	0.924678	0.580123
4	3	0.242471	0.473121	0.838607	0.564176	0.188007	0.340962	0.636608	0.535592
4	4	0.164047	0.225629	0.750126	0.300788	0.306786	0.203272	0.784182	0.259215
4	5	0.280195	0.206642	0.860723	0.24008	-0.0807291	-0.0706985	0.795232	-0.088903
4	6	-0.0999798	0.340293	0.9539	0.356739	0.176655	0.406501	0.873125	0.46557
4	7	0.423638	1.24384	0.821882	1.5134	0.443648	1.03247	1.01262	1.0196
4	8	0.292618	0.626835	1.08381	0.578362	0.164594	0.400853	0.7938	0.50498
4	9	0.161745	0.614336	0.94928	0.64716	0.268655	0.475308	0.86139	0.551792
5	0	0.163361	0.103773	0.908177	0.114266	0.277245	0.107301	0.908177	0.11815
