RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.121088	0.122259	0.616464	0.198323	0.256481	0.220852	0.616464	0.358256
1	1	0.117018	0.056897	0.74372	0.0765032	0.0459772	-0.151054	0.963596	-0.15676
1	2	0.301325	0.445873	0.946937	0.470858	0.522833	0.419872	0.783999	0.535551
1	3	0.740739	0.57213	0.962004	0.594727	0.930243	0.613055	0.789081	0.776922
1	4	0.75998	0.748174	1.17544	0.636508	0.127545	0.195444	1.04894	0.186326
1	5	-0.0974346	0.0125194	1.18449	0.0105694	-0.181458	0.00277248	1.31444	0.00210926
1	6	-0.219013	-0.164024	1.16243	-0.141104	0.21065	0.263268	0.810689	0.324746
1	7	0.331667	0.437138	0.833978	0.52416	0.494564	0.262279	0.776722	0.337675
1	8	0.563414	0.511594	0.704961	0.725706	0.436379	0.377001	0.719058	0.524298
1	9	0.364114	0.419764	0.863126	0.48633	0.336038	0.266113	0.835927	0.318345
2	0	-0.194174	-0.173778	1.05845	-0.164182	-0.0729067	-0.166552	1.05845	-0.157355
2	1	0.462768	0.441216	1.00569	0.438721	0.544595	0.3589	1.03656	0.34624
2	2	0.610664	0.668977	1.01967	0.656074	0.699328	0.561796	0.888594	0.632231
2	3	0.679906	0.775773	0.887614	0.873998	0.459549	0.565853	1.11234	0.508706
2	4	0.204264	0.341995	0.965588	0.354184	0.140272	0.177865	1.03905	0.17118
2	5	0.430622	0.411119	1.06416	0.386333	0.32197	0.432107	1.63269	0.26466
2	6	0.398169	0.509222	1.49552	0.3405	0.378944	0.364757	3.10211	0.117584
2	7	-0.500318	-0.55959	1.42033	-0.393986	0.0851544	0.0284973	2.44857	0.0116383
2	8	0.79806	0.918863	1.68296	0.545982	0.484723	0.34091	0.996524	0.342099
2	9	0.386888	0.651727	0.94864	0.687011	0.488558	0.577588	1.30759	0.441719
3	0	0.0565211	0.0969533	0.966729	0.10029	0.213055	0.217933	0.966729	0.225433
3	1	0.0152097	0.0419753	0.939886	0.0446599	-0.347403	-0.276896	1.03514	-0.267497
3	2	-0.0979764	-0.173396	1.00965	-0.17174	0.449931	0.276021	0.985302	0.280139
3	3	0.658117	0.604518	1.12019	0.539656	0.360691	0.329484	1.22832	0.26824
3	4	0.548827	0.644178	1.08449	0.593992	0.350478	0.553319	1.06598	0.51907
3	5	0.194264	0.234325	0.91687	0.255571	-0.0434051	0.0169268	1.08772	0.0155617
3	6	-0.0650499	0.00565262	0.93049	0.00607488	0.44286	0.471174	1.5349	0.306974
3	7	0.891438	0.794148	1.28338	0.618793	1.03004	0.987976	1.84889	0.534362
3	8	0.194057	0.234624	1.18594	0.197838	-0.108408	-0.108455	0.747396	-0.14511
3	9	0.0418628	0.0587447	0.727273	0.0807739	0.0458545	0.111123	0.594604	0.186885
4	0	0.019529	-0.0918913	0.861869	-0.106619	0.329712	-0.0366663	0.861869	-0.0425428
4	1	0.273027	0.384254	0.859672	0.446977	-0.0430795	-0.010658	0.619892	-0.0171933
4	2	0.0431508	0.00183166	0.780292	0.00234741	0.120036	-0.0460385	0.697208	-0.0660326
4	3	0.221304	0.353188	0.771791	0.457621	0.393858	0.397677	0.723609	0.549575
4	4	0.290373	0.209045	0.830972	0.251567	0.323338	0.193129	0.865903	0.223037
4	5	0.306136	0.2816	0.852857	0.330185	0.022869	-0.22516	0.858726	-0.262202
4	6	0.0448978	0.287056	0.933725	0.307431	0.251717	0.323674	0.569545	0.568302
4	7	0.708013	1.09972	0.647961	1.69721	0.789557	1.00057	0.880552	1.1363
