RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0701906	0.117751	0.742256	0.15864	0.208643	0.280995	0.742256	0.378569
1	1	0.109648	0.25232	0.813989	0.309979	-0.0895158	-0.0810386	0.883311	-0.0917441
1	2	0.0669079	0.202751	1.11787	0.181372	0.320072	0.295695	0.872788	0.338793
1	3	0.401173	0.598275	0.916913	0.652489	0.309875	0.352289	0.55325	0.636763
1	4	0.290545	0.192629	0.884717	0.217729	0.160122	0.355404	0.848852	0.418688
1	5	-0.0375778	0.185283	1.01554	0.182448	-0.0492875	0.251724	1.62329	0.15507
1	6	-0.072772	0.00577438	1.3468	0.00428747	0.00377194	0.350124	0.644788	0.543006
1	7	0.107124	0.233056	0.719168	0.324064	0.22875	-0.0890718	0.651608	-0.136695
1	8	0.262012	0.448338	0.759241	0.590508	0.357364	0.361807	0.82145	0.440449
1	9	0.251691	0.479903	0.901683	0.53223	0.0837366	0.258528	0.717608	0.360263
2	0	-0.128357	-0.15518	0.975143	-0.159135	0.00952928	-0.069263	0.975143	-0.0710286
2	1	0.321516	0.41144	0.962522	0.427461	0.3509	0.421198	0.888967	0.473806
2	2	0.519393	0.742639	0.972707	0.763476	0.683638	0.964547	1.33573	0.722111
2	3	0.522536	0.841146	1.06302	0.791283	0.292419	0.560909	1.07976	0.519474
2	4	0.141177	0.505223	0.995131	0.507695	-0.0340123	0.0844822	0.972351	0.0868846
2	5	0.0985715	0.0677088	0.987118	0.0685924	0.0292514	0.072517	1.24797	0.058108
2	6	0.186938	0.501878	1.17343	0.427701	0.413137	0.697449	2.23117	0.312593
2	7	-0.180873	-0.451103	1.18634	-0.380247	0.0952354	0.0235464	1.19596	0.0196882
2	8	0.60327	0.911627	1.15871	0.786762	0.155261	0.241339	0.779094	0.309769
2	9	0.0123188	0.268434	1.13817	0.235848	0.0601993	0.307577	1.26991	0.242205
3	0	0.0360006	0.11367	0.877405	0.129552	0.0836162	0.192288	0.877405	0.219155
3	1	-0.0373699	-0.0435628	0.863469	-0.0504509	-0.151436	-0.186565	0.904294	-0.20631
3	2	-0.00319599	-0.0640118	0.943534	-0.0678427	0.256008	0.121422	0.825923	0.147013
3	3	0.266166	0.509535	0.975894	0.522121	0.0570611	0.272485	0.913622	0.298247
3	4	0.158074	0.400246	0.80731	0.495777	0.0663665	0.365778	0.678929	0.538758
3	5	0.0998713	0.00512163	0.774418	0.00661352	-0.0764051	0.154943	0.7216	0.214722
3	6	-0.125527	-0.0467672	0.831836	-0.0562216	-0.0892334	0.221186	1.0769	0.205391
3	7	-0.115373	0.240203	1.24629	0.192734	0.191478	0.601066	1.44624	0.415607
3	8	0.0443769	-0.0592536	0.969819	-0.0610976	0.137679	0.193212	0.655823	0.29461
3	9	0.19139	0.47418	0.836818	0.566646	-0.12806	0.0947983	0.454392	0.208627
4	0	0.00772188	-0.13834	1.13509	-0.121876	0.183787	-0.119208	1.13509	-0.105021
4	1	0.1238	0.308638	0.982444	0.314153	0.0310204	0.0862701	0.80021	0.107809
4	2	0.164567	0.203636	0.87371	0.233071	0.190533	0.554676	0.886343	0.625803
4	3	0.132245	0.42123	0.802031	0.525205	0.15485	0.187673	0.570204	0.329134
4	4	0.177161	0.140831	0.743243	0.189482	0.175597	0.225671	0.759007	0.297324
4	5	0.15308	0.313944	0.9153	0.342996	0.0955187	-0.036432	0.826275	-0.0440919
4	6	-0.0140406	0.432071	0.87387	0.494434	0.152237	0.450408	0.772169	0.583303
4	7	0.489267	1.43767	0.792091	1.81503	0.49545	1.15441	1.05674	1.09243
4	8	0.384893	0.757146	1.03095	0.734418	0.193745	0.535562	0.899088	0.595673
4	9	0.234663	0.732824	1.12088	0.653791	0.412892	0.587302	0.907214	0.647369
5	0	0.106793	0.0596406	0.888174	0.0671497	0.309373	0.10413	0.888174	0.11724
5	1	0.307129	0.424912	0.983295	0.432131	0.186454	0.170487	1.04687	0.162854
5	2	0.111813	0.0829273	0.866152	0.0957422	0.16572	0.0163071	0.741744	0.0219848
5	3	0.0971219	0.28612	0.748581	0.382217	-0.00839241	-0.0370756	0.675832	-0.0548592
5	4	0.171281	0.280622	1.01153	0.277423	0.0450271	0.25464	1.10014	0.231461
5	5	-0.107926	-0.0842949	0.908526	-0.0927821	0.0219132	-0.337275	0.881869	-0.382455
5	6	0.10721	0.229431	0.757184	0.303006	-0.00368193	0.392963	0.879162	0.446975
5	7	0.0911254	0.10231	0.752201	0.136014	0.134468	0.19532	0.51153	0.381836
5	8	-0.0840518	-0.18928	0.902695	-0.209683	0.0763406	0.101124	0.82607	0.122416
5	9	0.242238	0.275578	0.843098	0.326864	0.0418955	0.2039	1.06065	0.192241
6	0	-0.0792707	-0.060734	0.907295	-0.0669397	-0.112431	0.0782669	0.907295	0.086264
6	1	0.664468	1.20813	0.872065	1.38536	0.821299	1.45187	1.06967	1.35731
6	2	-0.0075522	0.0115705	1.23012	0.00940593	-0.170541	-0.163122	1.02779	-0.158711
6	3	-0.101212	-0.216032	1.04931	-0.205879	-0.0602124	-0.0759092	1.02809	-0.0738354
6	4	-0.116205	0.149903	1.16457	0.128719	0.0556703	-0.0159685	1.3792	-0.0115781
6	5	0.373357	0.267917	1.28294	0.20883	0.128272	0.0529277	0.826749	0.0640191
6	6	0.268755	0.50411	1.04232	0.483644	0.189556	0.577799	1.52864	0.377982
6	7	-0.112689	-0.683043	1.04075	-0.656296	-0.0964696	-0.474673	0.800858	-0.592706
6	8	-0.0685176	0.0861446	0.942816	0.0913695	-0.104876	0.0186567	0.821862	0.0227005
6	9	-0.131062	0.0440536	0.726058	0.060675	0.110996	0.0972769	0.626244	0.155334
