RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0332117	0.125805	0.867984	0.144939	0.0899781	0.294204	0.867984	0.338951
1	1	0.0351303	0.234196	0.843214	0.277742	0.0143515	-0.169837	0.921767	-0.184251
1	2	0.0659742	0.379107	1.18114	0.320968	0.0552536	0.38066	0.724075	0.525719
1	3	0.0928315	0.418372	0.90278	0.463426	0.208266	0.390025	0.746333	0.522588
1	4	0.167781	0.548051	0.930699	0.58886	0.00707189	0.232527	0.627611	0.370495
1	5	-0.0606831	0.189921	0.748757	0.253648	-0.0435513	0.0216412	0.79139	0.0273458
1	6	-0.00727189	0.0610682	1.00558	0.0607297	0.000356051	0.635462	1.21703	0.522143
1	7	-0.136953	-0.0766087	1.01295	-0.0756293	-0.0494756	-0.493962	1.13794	-0.434084
1	8	0.112469	0.402617	0.991377	0.406119	0.0998265	0.151499	0.780676	0.194061
1	9	0.069212	0.434764	0.739157	0.588189	0.042319	0.248046	0.583739	0.424927
2	0	-0.0516858	-0.136925	0.891365	-0.153613	0.0342902	-0.141346	0.891365	-0.158573
2	1	0.116666	0.444297	0.9285	0.478511	0.11638	0.391256	0.663418	0.589757
2	2	0.164269	0.429936	0.882073	0.487416	0.14617	0.346627	0.705823	0.491097
2	3	0.172269	0.677013	0.803062	0.84304	0.0828202	0.42133	1.17092	0.359827
2	4	-0.0168736	0.431968	1.0498	0.411477	0.038326	0.315945	0.865575	0.365011
2	5	0.0887471	0.178437	0.994808	0.179368	-0.0499846	0.193095	0.748313	0.258041
2	6	-0.001338	-0.153348	1.17443	-0.130573	0.214504	0.261151	0.892906	0.292473
2	7	0.0455346	-0.140641	0.757969	-0.18555	-0.0127562	0.154651	0.373577	0.413973
2	8	0.0699291	0.628883	0.784323	0.801816	0.129741	0.388092	0.717004	0.541269
2	9	0.153328	1.17974	1.13078	1.04329	0.0705238	0.794275	1.63592	0.485522
3	0	0.0119933	0.10834	0.815521	0.132848	-0.00411447	0.171105	0.815521	0.209811
3	1	-0.0677254	0.0472287	0.901995	0.0523603	-0.10681	-0.0145427	0.85378	-0.0170333
3	2	-0.0581671	-0.119638	0.881313	-0.13575	0.0923475	0.00560762	0.724166	0.00774355
3	3	0.128731	0.545984	0.92783	0.588453	0.0406929	0.380584	0.975564	0.390117
3	4	-0.0128957	0.434889	0.890948	0.48812	-0.088816	0.412461	0.671355	0.614371
3	5	-0.00127284	0.424217	0.831723	0.510046	-0.0140501	0.0990662	0.812035	0.121998
3	6	0.0963836	0.100698	0.821178	0.122627	0.0662309	0.464965	1.30003	0.357656
3	7	-0.0526383	-0.0998607	1.05018	-0.0950896	0.0558283	0.460279	1.38702	0.331847
3	8	-0.0363619	-0.232776	0.999784	-0.232826	0.0337587	-0.212503	0.941344	-0.225744
3	9	0.0783844	0.270752	0.902554	0.299984	-0.010815	0.181137	0.791963	0.228719
4	0	0.00104759	-0.161287	1.28547	-0.125469	0.120449	-0.0553735	1.28547	-0.0430764
4	1	0.0934592	0.32646	1.04804	0.311496	-0.0341619	0.0997331	0.815829	0.122247
4	2	0.0439341	0.352466	0.92231	0.382156	0.0768788	0.245967	1.04253	0.235932
4	3	0.0310624	0.512745	0.955014	0.536898	0.0648854	0.571361	1.09792	0.520401
4	4	0.0873443	0.0951625	0.850501	0.11189	0.0763561	0.242393	0.786223	0.308301
4	5	0.0635363	-0.123934	0.846912	-0.146336	-0.0731502	-0.370302	1.02702	-0.36056
4	6	-0.143787	0.495433	1.04701	0.473191	-0.0125292	0.311746	0.879742	0.35436
4	7	0.185468	1.43831	0.861733	1.66909	0.236063	1.18301	1.24912	0.947077
4	8	0.243971	1.00237	1.10687	0.905589	0.188903	0.851124	0.909323	0.935997
4	9	0.132516	0.99631	1.17029	0.851333	0.151907	0.772338	1.20317	0.641917
5	0	0.0257576	0.0397757	0.911075	0.043658	0.129048	0.0400017	0.911075	0.043906
5	1	0.121448	0.17688	0.909844	0.194407	0.0752938	0.159635	0.909074	0.175602
5	2	0.0194064	0.178865	0.867017	0.206299	0.0520348	-0.16784	1.09687	-0.153016
5	3	0.0524189	0.34603	1.01971	0.339342	0.0189355	0.0695415	0.725661	0.0958321
5	4	0.083582	0.39195	1.00483	0.390066	0.0409541	0.242155	0.983121	0.246313
5	5	0.0216748	-0.0111102	0.832667	-0.0133429	0.0706134	-0.178903	0.906226	-0.197415
5	6	-0.0451318	0.0416649	0.924637	0.0450608	-0.201913	0.431462	1.171	0.368458
5	7	0.00341353	0.230584	0.856694	0.269156	0.109064	0.375583	0.709337	0.529485
5	8	0.0414909	0.11351	0.893623	0.127022	0.108441	0.100929	0.810224	0.124569
5	9	0.104613	0.236751	0.817423	0.289631	-0.0648832	0.201452	0.673176	0.299256
6	0	-0.0404623	-0.0744693	0.901258	-0.0826282	-0.00195104	0.12263	0.901258	0.136065
6	1	0.353497	1.14706	0.853521	1.34391	0.351916	1.17575	1.08036	1.0883
6	2	-0.039456	-0.0628269	1.19681	-0.0524953	-0.175298	-0.263551	1.22418	-0.215288
6	3	-0.0849635	-0.0322173	1.02559	-0.0314134	-0.00367432	0.0343855	0.630171	0.0545654
