RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0497881	0.112429	0.815904	0.137796	0.125738	0.227772	0.815904	0.279165
1	1	0.0627151	0.168769	0.851687	0.198158	0.0984754	0.0766041	0.858197	0.0892617
1	2	0.343565	0.960276	1.20795	0.794966	0.365725	0.818011	1.32996	0.615064
1	3	0.33847	0.50491	1.2939	0.390223	0.336209	0.459164	1.07128	0.428613
1	4	0.209543	0.417355	1.08671	0.384052	-0.03932	0.113971	0.74315	0.153362
1	5	-0.149903	-0.0442382	0.851293	-0.0519659	-0.112405	-0.141362	1.13087	-0.125003
1	6	0.00497195	0.0926818	1.21984	0.0759788	0.147282	0.739453	1.49713	0.493914
1	7	-0.0700935	-0.203866	1.25952	-0.161861	0.19791	-0.317508	1.56993	-0.202244
1	8	0.390899	0.456648	1.04386	0.437462	0.150445	0.169888	0.837563	0.202836
1	9	0.0846747	0.379655	0.883713	0.429614	-0.00641328	0.0708359	0.835598	0.0847727
2	0	-0.0860587	-0.148679	0.926118	-0.16054	0.0358798	-0.133693	0.926118	-0.144359
2	1	0.201766	0.439491	0.942372	0.466367	0.215815	0.392374	0.652417	0.601416
2	2	0.231492	0.46083	0.843513	0.546323	0.200262	0.302371	0.731808	0.413184
2	3	0.196715	0.572476	0.82437	0.69444	0.065159	0.552952	1.10246	0.501562
2	4	-0.00966779	0.304407	1.01897	0.29874	0.0950868	0.24455	0.994357	0.245938
2	5	0.207665	0.256388	1.03991	0.24655	0.0628903	0.513599	1.11435	0.460894
2	6	0.0356947	0.454078	1.26128	0.360013	0.128068	0.479345	1.33665	0.358618
2	7	-0.141196	-0.349212	0.90473	-0.385985	-0.043682	0.0976153	0.496243	0.196709
2	8	0.178449	0.574622	0.814565	0.705435	0.130619	0.287561	0.647319	0.444233
2	9	0.0744159	0.8036	1.07563	0.747096	-0.0831193	0.190213	1.15748	0.164334
3	0	0.0210529	0.112827	0.838527	0.134554	0.00210958	0.134995	0.838527	0.16099
3	1	-0.0774894	0.0154293	0.87113	0.0177118	-0.120423	-0.086818	0.815092	-0.106513
3	2	-0.0295573	-0.0553265	0.866667	-0.0638383	0.179177	0.0753616	0.647956	0.116307
3	3	0.227272	0.619845	0.929834	0.666619	0.12512	0.423471	1.04557	0.405014
3	4	0.00881528	0.431455	0.862558	0.500204	-0.0281601	0.243533	0.558207	0.436278
3	5	0.116274	0.398804	0.739196	0.539511	-0.0137025	0.165895	0.631864	0.262548
3	6	-0.0278349	0.256711	0.71226	0.360418	-0.136288	0.145427	1.17971	0.123274
3	7	-0.152568	-0.226153	1.26898	-0.178217	0.070249	0.429894	1.75634	0.244767
3	8	-0.0498049	-0.107743	1.05948	-0.101694	0.101971	-0.0190329	0.912186	-0.0208652
3	9	0.104943	0.316651	0.875058	0.361863	-0.0900466	0.354751	0.81844	0.433447
4	0	0.00535791	-0.147243	1.23495	-0.11923	0.159554	0.0777327	1.23495	0.0629439
4	1	0.117301	0.419987	1.02424	0.410046	0.0364508	0.18926	0.865458	0.218682
4	2	0.0867363	0.342405	0.953819	0.358983	0.00762922	0.223545	1.24399	0.179701
4	3	-0.0403292	0.436876	1.00166	0.436152	-0.0413842	0.316645	0.90766	0.348859
4	4	-0.0441256	0.185748	0.793604	0.234057	0.0562636	0.322379	0.75194	0.42873
4	5	0.139592	-0.0419701	0.91195	-0.0460224	0.109326	-0.27965	1.09984	-0.254264
4	6	-0.007471	-0.115638	1.08205	-0.10687	0.0683525	0.286655	0.517147	0.5543
4	7	0.215949	1.41373	0.74364	1.9011	0.251815	1.19646	1.15552	1.03543
4	8	0.291641	0.897843	1.1231	0.799433	0.136548	0.61128	1.10841	0.551494
4	9	0.18543	0.891639	1.2075	0.738417	0.14902	0.678297	1.28873	0.526331
5	0	0.0691571	0.0653329	0.883092	0.073982	0.158028	-0.0484831	0.883092	-0.0549015
5	1	0.113921	0.315984	0.921946	0.342736	0.0858086	0.216549	1.07874	0.200742
5	2	0.0592104	-0.00867989	0.900951	-0.00963415	0.1976	-0.0338284	0.988214	-0.0342319
5	3	0.161339	0.459219	0.948842	0.483978	0.131786	3.20022e-05	0.575501	5.56075e-05
5	4	0.168074	0.333488	1.0226	0.326117	0.0178925	0.30614	0.913331	0.335191
5	5	0.0130797	0.103915	0.841608	0.123473	0.0762573	-0.350574	0.945541	-0.370766
5	6	0.0522493	0.0370541	0.885708	0.0418356	-0.190527	0.451314	0.933451	0.48349
5	7	-0.0124114	0.403178	0.858455	0.469655	0.145791	0.309111	0.585505	0.527939
5	8	0.0476778	0.00642365	0.963664	0.00666585	0.166218	0.0970088	0.782154	0.124028
5	9	0.155833	0.11257	0.823029	0.136775	-0.0589851	0.0784204	0.620536	0.126375
6	0	-0.0651022	-0.080055	0.902639	-0.0886899	-0.0983509	0.063184	0.902639	0.0699992
6	1	0.479032	1.20947	0.860419	1.40568	0.566621	1.43794	1.10968	1.29582
6	2	-0.0365831	-0.1737	1.26831	-0.136954	-0.202843	-0.24789	1.14812	-0.21591
6	3	-0.10186	0.0728695	1.02321	0.0712164	0.0213105	0.00588546	0.68016	0.00865304
6	4	-0.0161746	0.166475	0.928762	0.179244	-0.0998728	-0.168416	0.966707	-0.174217
6	5	-0.0148407	-0.246215	1.02965	-0.239124	-0.0034851	0.0272613	0.764496	0.0356593
6	6	0.135232	1.14728	1.12361	1.02107	0.100058	0.884104	1.81379	0.487435
6	7	-0.219631	-0.670653	1.14087	-0.587843	-0.182347	-0.556945	1.01947	-0.546306
6	8	-0.00778166	0.186215	0.836076	0.222725	-0.109304	-0.0638463	0.690955	-0.0924029
6	9	-0.124763	0.0477441	0.680934	0.0701155	0.0519322	0.156747	0.73275	0.213915
7	0	-0.00420515	-0.115059	1.12621	-0.102164	-0.0198133	-0.0431181	1.12621	-0.0382859
7	1	0.0323565	0.715519	1.09158	0.655487	0.16618	0.460758	0.96835	0.475817
7	2	0.1556	0.181405	1.099	0.165064	-0.0178923	-0.0630984	1.11297	-0.0566939
7	3	-0.10326	-0.17663	1.03087	-0.171341	-0.0336884	-0.141948	0.612215	-0.23186
7	4	0.0096906	0.071391	0.790138	0.0903525	0.026626	0.096171	0.734572	0.130921
7	5	0.0962024	0.319815	0.771648	0.414458	0.152947	0.234926	0.883029	0.266046
7	6	0.0933996	0.484913	1.19424	0.406043	-0.112309	0.0577537	1.73135	0.0333577
7	7	0.0677159	0.220288	0.984727	0.223705	0.245718	0.580164	1.32327	0.438431
7	8	0.0657222	0.30751	0.78907	0.389712	0.144894	0.234677	0.489421	0.4795
7	9	0.0592239	-0.0243023	0.732511	-0.0331767	0.00194361	-0.261693	0.789773	-0.331352
