ID Year Sex Age Mass BL BMI RelativeJulian Phi Rho Fitness StMass Mother A animal M2006 M2007 M2008 M2009 M2010 M2011 M2012 M2013 M2014 M2015 M2016 A2006 A2007 A2008 A2009 A2010 A2011 A2012 A2013 A2014 A2015 A2016 A1 A2 BL1 BL2 BMI1 BMI2 BMIPhi1 BMIPhi2 BMIRho1 BMIRho2 RJst RJ2st Ast BLst BMIst FitnessYear OS PhiZ RhoZ FitnessZ
CN07-153 2007 Male J 23.5 0.0895 262.618690654673 111.5 0 0 0 -0.895959362079824 CN06-007 38.527970450744 CN07-153 NA 23.5 NA NA NA NA NA NA NA NA NA NA 38.527970450744 NA NA NA NA NA NA NA NA NA 38.527970450744 NA 0.0895 NA 262.618690654673 NA 262.618690654673 NA 262.618690654673 NA 0.930563756798288 0.918960090623849 -0.0457366717172836 -1.44175114925235 -0.471644429919378 0 NA 0 0 0
CN07-154 2007 Male J 32 0.111 288.288288288288 111 0 0 0 0.11176312645498 NA 39.6381798432293 CN07-154 NA 32 NA NA NA NA NA NA NA NA NA NA 39.6381798432293 NA NA NA NA NA NA NA NA NA 39.6381798432293 NA 0.111 NA 288.288288288288 NA 288.288288288288 NA 288.288288288288 NA 0.914978136273675 0.897380767650747 0.265926761108225 0.422136902161702 -0.00474687748867714 0 NA 0 0 0
CN07-156 2007 Female J 24 0.092 260.869565217391 112 0 0 0 -0.8366815686366 CN06-007 38.2213497709351 CN07-156 NA 24 NA NA NA NA NA NA NA NA NA NA 38.2213497709351 NA NA NA NA NA NA NA NA NA 38.2213497709351 NA 0.092 NA 260.869565217391 NA 260.869565217391 NA 260.869565217391 NA 0.9461493773229 0.940636399318178 -0.131812734747707 -1.22501998048327 -0.503458811945044 0 NA 0 0 0
CN07-157 2007 Female J 26 0.098 265.30612244898 112 0 0 0 -0.599570394863705 CN06-136 37.8390937940401 CN07-157 NA 26 NA NA NA NA NA NA NA NA NA NA 37.8390937940401 NA NA NA NA NA NA NA NA NA 37.8390937940401 NA 0.098 NA 265.30612244898 NA 265.30612244898 NA 265.30612244898 NA 0.9461493773229 0.940636399318178 -0.239121509816227 -0.704865175437492 -0.422763440626302 0 NA 0 0 0
CN07-158 2007 Female J 27 0.094 287.234042553192 112 1 0 2 -0.481014807977258 CN07-007 38.0529440489383 CN07-158 NA 27 NA NA NA NA NA NA NA NA NA NA 38.0529440489383 NA NA NA NA NA NA NA NA NA 38.0529440489383 NA 0.094 NA 287.234042553192 NA 287.234042553192 NA 287.234042553192 NA 0.9461493773229 0.940636399318178 -0.179088416056335 -1.05163504546801 -0.0239222755764371 1.28666666666667 NA 1 2 4
CN07-158 2008 Female A 33.6327751529717 0.114 295.02434344712 18 0 2 2 0.305337742969152 CN07-007 33.6327751529717 CN07-158 NA NA 33.6327751529717 NA NA NA NA NA NA NA NA NA NA 33.6327751529717 NA NA NA NA NA NA NA NA NA 33.6327751529717 0.114 NA 295.02434344712 NA 295.02434344712 NA NA 295.02434344712 -1.98394728130426 -1.42969462748004 -1.41993993569768 0.682214304684593 0.117773456159963 1.39 38.7007436680055 0 0 0
CN07-160 2008 Female A 35.6728623832368 0.113 315.478150122599 48.3333333333333 0 2 2 0.54720148185278 CN06-119 35.6728623832368 CN07-160 NA NA 35.6728623832368 NA NA NA NA NA NA NA NA NA NA 35.6728623832368 NA NA NA NA NA NA NA NA NA 35.6728623832368 0.113 NA 315.478150122599 NA 315.478150122599 NA NA 315.478150122599 -1.03841963614443 -1.0394025328784 -0.847236629680274 0.595521837176962 0.489802360195667 1.39 37.2899954588296 0 0 0
CN07-160 2007 Female J 26 0.1 260.016025641026 117 1 0 2 -0.599570394863705 CN06-119 37.6445006069476 CN07-160 NA 26 NA NA NA NA NA NA NA NA NA NA 37.6445006069476 NA NA NA NA NA NA NA NA NA 37.6445006069476 NA 0.1 NA 260.016025641026 NA 260.016025641026 NA 260.016025641026 NA 1.10200558256903 1.16273370092898 -0.29374866493148 -0.531480240422231 -0.51898361855853 1.28666666666667 NA 1 2 4
CN07-161 2007 Female J 28 0.096 291.666666666667 112 0 0 0 -0.36245922109081 NA 37.9303330812387 CN07-161 NA 28 NA NA NA NA NA NA NA NA NA NA 37.9303330812387 NA NA NA NA NA NA NA NA NA 37.9303330812387 NA 0.096 NA 291.666666666667 NA 291.666666666667 NA 291.666666666667 NA 0.9461493773229 0.940636399318178 -0.213508369043556 -0.878250110452752 0.0567015572925539 0 NA 0 0 0
CN07-164 2007 Male J 25 0.095 263.157894736842 112 0 0 0 -0.718125981750153 CN06-007 38.0469468113288 CN07-164 NA 25 NA NA NA NA NA NA NA NA NA NA 38.0469468113288 NA NA NA NA NA NA NA NA NA 38.0469468113288 NA 0.095 NA 263.157894736842 NA 263.157894736842 NA 263.157894736842 NA 0.9461493773229 0.940636399318178 -0.180771990050123 -0.964942577960383 -0.461836988843799 0 NA 0 0 0
CN07-165 2008 Female A 36.3026843956826 0.110666666666667 334.345269972773 54.4 0 3 3 0.62187040017229 CN06-007 36.3026843956826 CN07-165 NA NA 36.3026843956826 NA NA NA NA NA NA NA NA NA NA 36.3026843956826 NA NA NA NA NA NA NA NA NA 36.3026843956826 0.110666666666667 NA 334.345269972773 NA 334.345269972773 NA NA 334.345269972773 -0.849314107112464 -0.918510046892239 -0.670429901331041 0.393239412992492 0.832971435348115 2.085 35.6777039990841 0 0 0
CN07-165 2007 Female J 26 0.099 262.626262626263 112 1 0 2 -0.599570394863705 CN06-007 37.9918956871044 CN07-165 NA 26 NA NA NA NA NA NA NA NA NA NA 37.9918956871044 NA NA NA NA NA NA NA NA NA 37.9918956871044 NA 0.099 NA 262.626262626263 NA 262.626262626263 NA 262.626262626263 NA 0.9461493773229 0.940636399318178 -0.196226211994932 -0.618172707929861 -0.471506705321865 1.28666666666667 NA 1 3 5
CN07-166 2008 Female A 29.6327751529717 0.109 271.860322504328 18 0 0 0 -0.168884604576638 CN06-136 29.6327751529717 CN07-166 NA NA 29.6327751529717 NA NA NA NA NA NA NA NA NA NA 29.6327751529717 NA NA NA NA NA NA NA NA NA 29.6327751529717 0.109 NA 271.860322504328 NA 271.860322504328 NA NA 271.860322504328 -1.98394728130426 -1.42969462748004 -2.54283957944082 0.248751967146441 -0.30355082157162 0 NA 0 0 0
CN07-166 2007 Female J 24 0.098 244.897959183673 112 1 0 2 -0.8366815686366 CN06-136 38.4976536827064 CN07-166 NA 24 NA NA NA NA NA NA NA NA NA NA 38.4976536827064 NA NA NA NA NA NA NA NA NA 38.4976536827064 NA 0.098 NA 244.897959183673 NA 244.897959183673 NA 244.897959183673 NA 0.9461493773229 0.940636399318178 -0.0542473437244999 -0.704865175437492 -0.793962148692514 1.28666666666667 NA 1 0 2
CN07-167 2007 Female J 27 0.098 275.510204081633 112 0 0 0 -0.481014807977258 CN06-198 37.5732733738998 CN07-167 NA 27 NA NA NA NA NA NA NA NA NA NA 37.5732733738998 NA NA NA NA NA NA NA NA NA 37.5732733738998 NA 0.098 NA 275.510204081633 NA 275.510204081633 NA 275.510204081633 NA 0.9461493773229 0.940636399318178 -0.313743923585026 -0.704865175437492 -0.237164086593197 0 NA 0 0 0
CN07-169 2007 Female J 28 0.096 291.666666666667 122 0 0 0 -0.36245922109081 CN06-116 37.5387863167863 CN07-169 NA 28 NA NA NA NA NA NA NA NA NA NA 37.5387863167863 NA NA NA NA NA NA NA NA NA 37.5387863167863 NA 0.096 NA 291.666666666667 NA 291.666666666667 NA 291.666666666667 NA 1.25786178781515 1.39452957466252 -0.323425299621651 -0.878250110452752 0.0567015572925539 0 NA 0 0 0
CN07-170 2007 Female J 27 0.109 247.706422018349 122 0 0 0 -0.481014807977258 CN06-116 37.5872690624759 CN07-170 NA 27 NA NA NA NA NA NA NA NA NA NA 37.5872690624759 NA NA NA NA NA NA NA NA NA 37.5872690624759 NA 0.109 NA 247.706422018349 NA 247.706422018349 NA 247.706422018349 NA 1.25786178781515 1.39452957466252 -0.309814985156016 0.248751967146441 -0.742879757674227 0 NA 0 0 0
CN07-173 2007 Female J 24 0.096 250 122 0 0 0 -0.8366815686366 CN06-154 38.4411886723338 CN07-173 NA 24 NA NA NA NA NA NA NA NA NA NA 38.4411886723338 NA NA NA NA NA NA NA NA NA 38.4411886723338 NA 0.096 NA 250 NA 250 NA 250 NA 1.25786178781515 1.39452957466252 -0.0700984787323357 -0.878250110452752 -0.701162471675961 0 NA 0 0 0
CN07-175 2007 Female J 21 0.094 223.404255319149 122 0 0 0 -1.19234832929594 CN06-154 38.6161299863668 CN07-175 NA 21 NA NA NA NA NA NA NA NA NA NA 38.6161299863668 NA NA NA NA NA NA NA NA NA 38.6161299863668 NA 0.094 NA 223.404255319149 NA 223.404255319149 NA 223.404255319149 NA 1.25786178781515 1.39452957466252 -0.0209880939314327 -1.05163504546801 -1.18490546888991 0 NA 0 0 0
CN07-177 2007 Male J 31 0.105 295.238095238095 122 0 0 0 -0.00679246043146765 CN07-026 38.5632291082439 CN07-177 NA 31 NA NA NA NA NA NA NA NA NA NA 38.5632291082439 NA NA NA NA NA NA NA NA NA 38.5632291082439 NA 0.105 NA 295.238095238095 NA 295.238095238095 NA 295.238095238095 NA 1.25786178781515 1.39452957466252 -0.0358386882309081 -0.0980179028840804 0.121661331204141 0 NA 0 0 0
CN07-178 2007 Female J 33 0.1095 301.672240802676 126.5 1 0 2 0.230318713341427 CN06-192 39.8016271465026 CN07-178 NA 33 NA NA NA NA NA NA NA NA NA NA 39.8016271465026 NA NA NA NA NA NA NA NA NA 39.8016271465026 NA 0.1095 NA 301.672240802676 NA 301.672240802676 NA 301.672240802676 NA 1.39813237253666 1.61143814018765 0.311810490762315 0.292098200900256 0.238690310737167 1.28666666666667 NA 1 3 5
CN07-178 2008 Female A 41.8494019916761 0.119 351.780131884431 49.3333333333333 0 3 3 1.27946476005868 CN06-192 41.8494019916761 CN07-178 NA NA 41.8494019916761 NA NA NA NA NA NA NA NA NA NA 41.8494019916761 NA NA NA NA NA NA NA NA NA 41.8494019916761 0.119 NA 351.780131884431 NA 351.780131884431 NA NA 351.780131884431 -1.0072483950952 -1.02045798866531 0.886671901790184 1.11567664222274 1.1500895479772 2.085 39.2183585060841 0 0 0
CN07-179 2007 Male J 32.5 0.1105 294.052502050861 126.5 0 0 0 0.171040919898204 NA 40.2424892053694 CN07-179 NA 32.5 NA NA NA NA NA NA NA NA NA NA 40.2424892053694 NA NA NA NA NA NA NA NA NA 40.2424892053694 NA 0.1105 NA 294.052502050861 NA 294.052502050861 NA 294.052502050861 NA 1.39813237253666 1.61143814018765 0.435571452972666 0.378790668407886 0.100096888893869 0 NA 0 0 0
CN07-182 2007 Male J 32 0.104 307.692307692308 131 0 0 0 0.11176312645498 CN06-180 38.9279291931031 CN07-182 NA 32 NA NA NA NA NA NA NA NA NA NA 38.9279291931031 NA NA NA NA NA NA NA NA NA 38.9279291931031 NA 0.104 NA 307.692307692308 NA 307.692307692308 NA 307.692307692308 NA 1.53840295725818 1.8362025491322 0.0665417106094626 -0.18471037039171 0.348187722280444 0 NA 0 0 0
CN07-183 2007 Male J 26 0.099 262.626262626263 131 0 0 0 -0.599570394863705 CN06-222 37.9305520080921 CN07-183 NA 26 NA NA NA NA NA NA NA NA NA NA 37.9305520080921 NA NA NA NA NA NA NA NA NA 37.9305520080921 NA 0.099 NA 262.626262626263 NA 262.626262626263 NA 262.626262626263 NA 1.53840295725818 1.8362025491322 -0.213446910822134 -0.618172707929861 -0.471506705321865 0 NA 0 0 0
CN07-184 2007 Female J 28 0.1 280 131 0 0 0 -0.36245922109081 CN07-031 37.6174988842408 CN07-184 NA 28 NA NA NA NA NA NA NA NA NA NA 37.6174988842408 NA NA NA NA NA NA NA NA NA 37.6174988842408 NA 0.1 NA 280 NA 280 NA 280 NA 1.53840295725818 1.8362025491322 -0.301328721133459 -0.531480240422231 -0.15550037081863 0 NA 0 0 0
CN07-185 2007 Male J 23 0.097 237.113402061856 131 0 0 0 -0.955237155523048 CN06-050 38.3399211703425 CN07-185 NA 23 NA NA NA NA NA NA NA NA NA NA 38.3399211703425 NA NA NA NA NA NA NA NA NA 38.3399211703425 NA 0.097 NA 237.113402061856 NA 237.113402061856 NA 237.113402061856 NA 1.53840295725818 1.8362025491322 -0.0985267892095334 -0.791557642945122 -0.935553408470347 0 NA 0 0 0
CN07-186 2007 Male J 34 0.104 326.923076923077 131 0 0 0 0.348874300227875 CN06-188 40.1762970208834 CN07-186 NA 34 NA NA NA NA NA NA NA NA NA NA 40.1762970208834 NA NA NA NA NA NA NA NA NA 40.1762970208834 NA 0.104 NA 326.923076923077 NA 326.923076923077 NA 326.923076923077 NA 1.53840295725818 1.8362025491322 0.416989657878189 -0.18471037039171 0.697971120265911 0 NA 0 0 0
CN07-187 2007 Female J 25 0.1 250 131 1 0 2 -0.718125981750153 CN06-147 38.0382635274779 CN07-187 NA 25 NA NA NA NA NA NA NA NA NA NA 38.0382635274779 NA NA NA NA NA NA NA NA NA 38.0382635274779 NA 0.1 NA 250 NA 250 NA 250 NA 1.53840295725818 1.8362025491322 -0.183209604135797 -0.531480240422231 -0.701162471675961 1.28666666666667 NA 1 4 6
CN07-187 2008 Female A 34.3919272566205 0.1148 298.420947696762 62.1666666666667 0 4 4 0.395339466153312 CN06-147 34.3919272566205 CN07-187 NA NA 34.3919272566205 NA NA NA NA NA NA NA NA NA NA 34.3919272566205 NA NA NA NA NA NA NA NA NA 34.3919272566205 0.1148 NA 298.420947696762 NA 298.420947696762 NA NA 298.420947696762 -0.607217468296816 -0.742901018799293 -1.20682702901417 0.751568278690696 0.179553396514644 2.78 34.9371729290118 0 0 0
CN08-001 2008 Male A 38.8467501948086 0.1169 332.7064791587 63.6363636363636 0 2 2 0.923483614065411 NA 38.8467501948086 CN08-001 NA NA 38.8467501948086 NA NA NA NA NA NA NA NA NA NA 38.8467501948086 NA NA NA NA NA NA NA NA NA 38.8467501948086 0.1169 NA 332.7064791587 NA 332.7064791587 NA NA 332.7064791587 -0.561405189785076 -0.707037186381903 0.0437527435433816 0.93362246045672 0.803163900732348 1.39 35.5267158151872 0 0 0
CN08-003 2008 Male A 41.6136003676132 0.118 352.588532632795 49.25 0 3 3 1.25150916012913 CN07-024 41.6136003676132 CN08-003 NA NA 41.6136003676132 NA NA NA NA NA NA NA NA NA NA 41.6136003676132 NA NA NA NA NA NA NA NA NA 41.6136003676132 0.118 NA 352.588532632795 NA 352.588532632795 NA NA 352.588532632795 -1.00984599851597 -1.02205151794603 0.820476511876628 1.02898417471511 1.16479333633344 2.085 38.6475177986322 0 0 0
CN08-004 2008 Female A 34.8177375508247 0.111 314.59973600018 52.5714285714286 0 1 1 0.445821655484989 CN06-089 34.8177375508247 CN08-004 NA NA 34.8177375508247 NA NA NA NA NA NA NA NA NA NA 34.8177375508247 NA NA NA NA NA NA NA NA NA 34.8177375508247 0.111 NA 314.59973600018 NA 314.59973600018 NA NA 314.59973600018 -0.90631294788819 -0.956451811100615 -1.08729147209814 0.422136902161702 0.473825117013619 0.695 35.7850372963974 0 0 0
CN08-005 2008 Female A 36.7887076157456 0.112 327.687297122171 61.5555555555556 1 1 3 0.679491168267294 CN07-004 36.7887076157456 CN08-005 NA NA 36.7887076157456 NA NA NA NA NA NA NA NA NA NA 36.7887076157456 NA NA NA NA NA NA NA NA NA 36.7887076157456 0.112 NA 327.687297122171 NA 327.687297122171 NA NA 327.687297122171 -0.62626656004912 -0.757566816409837 -0.533991076166145 0.508829369669332 0.711871320244426 2.085 36.1467007187817 1 6 8
CN08-005 2009 Female A 45.0061799683472 0.116833333333333 385.740688949854 47.3333333333333 0 6 6 1.65371842575314 CN07-004 45.0061799683472 CN08-005 NA NA NA 45.0061799683472 NA NA NA NA NA NA NA NA NA NA 45.0061799683472 NA NA NA NA NA NA NA 45.0061799683472 NA 0.116833333333333 NA 385.740688949854 NA NA 385.740688949854 385.740688949854 NA -1.06959087719365 -1.05795913420658 1.77285811813524 0.927842962622878 1.767789178464 3.06583072100313 39.8900727949701 0 0 0
CN08-006 2008 Male A 37.1648472079987 0.1115 333.422975198225 17.5 0 0 0 0.724084618378092 CN06-198 37.1648472079987 CN08-006 NA NA 37.1648472079987 NA NA NA NA NA NA NA NA NA NA 37.1648472079987 NA NA NA NA NA NA NA NA NA 37.1648472079987 0.1115 NA 333.422975198225 NA 333.422975198225 NA NA 333.422975198225 -1.99953290182887 -1.43313762058362 -0.428399322631466 0.465483135915517 0.81619605853846 0 NA 0 0 0
CN08-009 2008 Female A 40.0061957165702 0.115666666666667 345.960299444788 48.3333333333333 0 3 3 1.06094235836072 CN06-025 40.0061957165702 CN08-009 NA NA 40.0061957165702 NA NA NA NA NA NA NA NA NA NA 40.0061957165702 NA NA NA NA NA NA NA NA NA 40.0061957165702 0.115666666666667 NA 345.960299444788 NA 345.960299444788 NA NA 345.960299444788 -1.03841963614443 -1.0394025328784 0.369237984374795 0.826701750530643 1.0442341481221 2.085 36.9317876645783 0 0 0
CN08-010 2008 Male A 36.6327751529717 0.119 307.838446663628 18 0 1 1 0.661004503628494 NA 36.6327751529717 CN08-010 NA NA 36.6327751529717 NA NA NA NA NA NA NA NA NA NA 36.6327751529717 NA NA NA NA NA NA NA NA NA 36.6327751529717 0.119 NA 307.838446663628 NA 307.838446663628 NA NA 307.838446663628 -1.98394728130426 -1.42969462748004 -0.577765202890325 1.11567664222274 0.350845805550701 0.695 34.5390028061142 0 0 0
CN08-011 2008 Male A 35.1696530645543 0.117 300.595325338071 26 0 2 2 0.487543205749645 NA 35.1696530645543 CN08-011 NA NA 35.1696530645543 NA NA NA NA NA NA NA NA NA NA 35.1696530645543 NA NA NA NA NA NA NA NA NA 35.1696530645543 0.117 NA 300.595325338071 NA 300.595325338071 NA NA 300.595325338071 -1.73457735291046 -1.36141667973594 -0.98850002084948 0.942291707207484 0.21910257890844 1.39 37.6436637424369 0 0 0
CN08-012 2008 Female A 36.615551091972 0.1154 317.426886687339 59.6 0 4 4 0.658962494968107 CN06-182 36.615551091972 CN08-012 NA NA 36.615551091972 NA NA NA NA NA NA NA NA NA NA 36.615551091972 NA NA NA NA NA NA NA NA NA 36.615551091972 0.1154 NA 317.426886687339 NA 317.426886687339 NA NA 317.426886687339 -0.687223653656494 -0.803523775805006 -0.582600425880419 0.803583759195275 0.52524741646012 2.78 NA 0 0 0
CN08-013 2008 Male A 41.8050287269914 0.118428571428571 356.755592435051 86.125 1 8 10 1.27420406162193 NA 41.8050287269914 CN08-013 NA NA 41.8050287269914 NA NA NA NA NA NA NA NA NA NA 41.8050287269914 NA NA NA NA NA NA NA NA NA 41.8050287269914 0.118428571428571 NA 356.755592435051 NA 356.755592435051 NA NA 356.755592435051 0.139593515174201 -0.0537551696228025 0.874215221013653 1.06613808936124 1.24058688987 6.95 NA 1 15 17
CN08-013 2009 Male A 46.5462715829514 0.1206 386.131031343647 75.4545454545455 0 15 15 1.83630489098144 NA 46.5462715829514 CN08-013 NA NA NA 46.5462715829514 NA NA NA NA NA NA NA NA NA NA 46.5462715829514 NA NA NA NA NA NA NA 46.5462715829514 NA 0.1206 NA 386.131031343647 NA NA 386.131031343647 386.131031343647 NA -0.193017795566962 -0.388186608660672 2.20520019947794 1.25438459023495 1.77488901348569 7.66457680250784 NA 0 0 0
CN08-014 2008 Male A 38.1180166525039 0.11 346.527424113671 27 0 1 1 0.837088181273634 NA 38.1180166525039 CN08-014 NA NA 38.1180166525039 NA NA NA NA NA NA NA NA NA NA 38.1180166525039 NA NA NA NA NA NA NA NA NA 38.1180166525039 0.11 NA 346.527424113671 NA 346.527424113671 NA NA 346.527424113671 -1.70340611186123 -1.35113619328583 -0.160820915216033 0.335444434654071 1.05454942939779 0.695 35.4939123615569 0 0 0
CN08-015 2008 Male A 40.1180166525039 0.113 355.026696039857 27 0 0 0 1.07419935504653 CN06-071 40.1180166525039 CN08-015 NA NA 40.1180166525039 NA NA NA NA NA NA NA NA NA NA 40.1180166525039 NA NA NA NA NA NA NA NA NA 40.1180166525039 0.113 NA 355.026696039857 NA 355.026696039857 NA NA 355.026696039857 -1.70340611186123 -1.35113619328583 0.400628906655538 0.595521837176962 1.20914044856446 0 NA 0 0 0
CN08-016 2008 Male A 41.4207126634888 0.11825 350.486941509122 52.75 0 10 10 1.22864124516349 NA 41.4207126634888 CN08-016 NA NA 41.4207126634888 NA NA NA NA NA NA NA NA NA NA 41.4207126634888 NA NA NA NA NA NA NA NA NA 41.4207126634888 0.11825 NA 350.486941509122 NA 350.486941509122 NA NA 350.486941509122 -0.900746654843686 -0.952803712989649 0.766328128315701 1.05065729159202 1.12656804874388 6.95 38.0480539445187 0 0 0
CN08-017 2008 Female J 17.5 0.0865 201.472556894244 53.5 0 0 0 -1.60729288339851 CN06-089 38.5264150545336 CN08-017 NA NA 17.5 NA NA NA NA NA NA NA NA NA NA 38.5264150545336 NA NA NA NA NA NA NA NA NA 38.5264150545336 0.0865 NA 201.472556894244 NA 201.472556894244 NA NA 201.472556894244 -0.877368224056767 -0.937346613669029 -0.0461733101799178 -1.70182855177524 -1.58381535682001 0 NA 0 0 0
CN08-018 2008 Female A 39.6147016659986 0.112333333333333 352.711100442834 55 0 0 0 1.01452855143265 CN07-024 39.6147016659986 CN08-018 NA NA 39.6147016659986 NA NA NA NA NA NA NA NA NA NA 39.6147016659986 NA NA NA NA NA NA NA NA NA 39.6147016659986 0.112333333333333 NA 352.711100442834 NA 352.711100442834 NA NA 352.711100442834 -0.830611362482929 -0.905777761409503 0.259335851896201 0.537726858838541 1.16702268995755 0 NA 0 0 0
CN08-020 2008 Female A 53.3771346982413 0.112 476.581559805726 49.5 0 0 0 2.64614187655561 NA 53.3771346982413 CN08-020 NA NA 53.3771346982413 NA NA NA NA NA NA NA NA NA NA 53.3771346982413 NA NA NA NA NA NA NA NA NA 53.3771346982413 0.112 NA 476.581559805726 NA 476.581559805726 NA NA 476.581559805726 -1.00205318825367 -1.01726284796043 4.12279363913224 0.508829369669332 3.42006985962814 0 NA 0 0 0
CN08-022 2009 Male A 45.0718672587391 0.115666666666667 389.643713335446 28.3333333333333 0 9 9 1.66150602101653 CN07-158 45.0718672587391 CN08-022 NA NA NA 45.0718672587391 NA NA NA NA NA NA NA NA NA NA 45.0718672587391 NA NA NA NA NA NA NA 45.0718672587391 NA 0.115666666666667 NA 389.643713335446 NA NA 389.643713335446 389.643713335446 NA -1.66184445712893 -1.33682541130916 1.79129817688011 0.826701750530643 1.83878026132865 4.5987460815047 39.0283422945398 0 0 0
CN08-022 2008 Male J 26.7142857142857 0.0973333333333333 266.256047857512 87.8571428571429 1 0 2 -0.514887832801957 CN07-158 38.5228241145173 CN08-022 NA NA 26.7142857142857 NA NA NA NA NA NA NA NA NA NA 38.5228241145173 NA NA NA NA NA NA NA NA NA 38.5228241145173 0.0973333333333333 NA 266.256047857512 NA 266.256047857512 NA NA 266.256047857512 0.193586557705895 0.0047004378683468 -0.0471813764961699 -0.762660153775913 -0.405485497490383 1.39 NA 1 9 11
CN08-023 2008 Male A 39.1936615637189 0.115 340.814448380164 60 0 0 0 0.964611895004156 NA 39.1936615637189 CN08-023 NA NA 39.1936615637189 NA NA NA NA NA NA NA NA NA NA 39.1936615637189 NA NA NA NA NA NA NA NA NA 39.1936615637189 0.115 NA 340.814448380164 NA 340.814448380164 NA NA 340.814448380164 -0.674755157236804 -0.794244181997966 0.141139406683344 0.768906772192223 0.95063761803471 0 NA 0 0 0
CN08-025 2008 Male J 18 0.084 214.285714285714 61 0 0 0 -1.54801508995528 CN06-187 39.2053888276793 CN08-025 NA NA 18 NA NA NA NA NA NA NA NA NA NA 39.2053888276793 NA NA NA NA NA NA NA NA NA 39.2053888276793 0.084 NA 214.285714285714 NA 214.285714285714 NA NA 214.285714285714 -0.643583916187579 -0.77077363746093 0.144431541814143 -1.91855972054432 -1.35076021079183 0 NA 0 0 0
CN08-026 2008 Female A 36.9231784686122 0.11425 323.09535474433 91.75 0 3 3 0.695433439148015 NA 36.9231784686122 CN08-026 NA NA 36.9231784686122 NA NA NA NA NA NA NA NA NA NA 36.9231784686122 NA NA NA NA NA NA NA NA NA 36.9231784686122 0.11425 NA 323.09535474433 NA 323.09535474433 NA NA 323.09535474433 0.314931746076092 0.140322350964636 -0.49624175797171 0.7038874215615 0.628349689414132 2.085 38.476853627246 0 0 0
CN08-027 2008 Male A 35.0892357333854 0.115875 298.381409894201 90.2222222222222 0 3 3 0.478009281857067 NA 35.0892357333854 CN08-027 NA NA 35.0892357333854 NA NA NA NA NA NA NA NA NA NA 35.0892357333854 NA NA NA NA NA NA NA NA NA 35.0892357333854 0.115875 NA 298.381409894201 NA 298.381409894201 NA NA 298.381409894201 0.267309016695332 0.0863957455837002 -1.01107516897958 0.8447626812614 0.178834253834354 2.085 37.7680805081731 0 0 0
CN08-028 2008 Male J 23 0.093 247.311827956989 62 0 0 0 -0.955237155523048 CN07-131 38.7560853518608 CN08-028 NA NA 23 NA NA NA NA NA NA NA NA NA NA 38.7560853518608 NA NA NA NA NA NA NA NA NA 38.7560853518608 0.093 NA 247.311827956989 NA 247.311827956989 NA NA 247.311827956989 -0.612412675138354 -0.746915150038984 0.0183008635818548 -1.13832751297564 -0.7500569251578 0 NA 0 0 0
CN08-029 2008 Male J 26.4 0.1012 260.254094418215 95.6 0 0 0 -0.552148160109126 CN07-124 32.9318685584584 CN08-029 NA NA 26.4 NA NA NA NA NA NA NA NA NA NA 32.9318685584584 NA NA NA NA NA NA NA NA NA 32.9318685584584 0.1012 NA 260.254094418215 NA 260.254094418215 NA NA 260.254094418215 0.434941024115609 0.28023346747871 -1.61670187701674 -0.427449279413075 -0.514653448254869 0 NA 0 0 0
CN08-030 2008 Male J 18.5 0.088 209.368530020704 68 0 0 0 -1.48873729651206 CN07-125 39.1397461045402 CN08-030 NA NA 18.5 NA NA NA NA NA NA NA NA NA NA 39.1397461045402 NA NA NA NA NA NA NA NA NA 39.1397461045402 0.088 NA 209.368530020704 NA 209.368530020704 NA NA 209.368530020704 -0.425385228843003 -0.595617424924204 0.126003994207337 -1.5717898505138 -1.4401975806701 0 NA 0 0 0
CN08-031 2008 Male J 25.5 0.10025 253.914141414141 92 0 0 0 -0.658848188306929 CN07-124 32.9831679376268 CN08-031 NA NA 25.5 NA NA NA NA NA NA NA NA NA NA 32.9831679376268 NA NA NA NA NA NA NA NA NA 32.9831679376268 0.10025 NA 253.914141414141 NA 253.914141414141 NA NA 253.914141414141 0.322724556338399 0.149232914102406 -1.60230086336863 -0.509807123545323 -0.629969184106191 0 NA 0 0 0
CN08-032 2008 Female A 41.2123847739472 0.1205 342.165317792668 92 1 0 2 1.20394280995406 CN07-043 41.2123847739472 CN08-032 NA NA 41.2123847739472 NA NA NA NA NA NA NA NA NA NA 41.2123847739472 NA NA NA NA NA NA NA NA NA 41.2123847739472 0.1205 NA 342.165317792668 NA 342.165317792668 NA NA 342.165317792668 0.322724556338399 0.149232914102406 0.707845300078668 1.24571534348419 0.975208226088404 1.39 NA 1 0 2
CN08-032 2009 Female A 44.1977924885203 0.121333333333333 364.447049660853 72.3333333333333 1 0 2 1.55787957365061 CN07-043 44.1977924885203 CN08-032 NA NA NA 44.1977924885203 NA NA NA NA NA NA NA NA NA NA 44.1977924885203 NA NA NA NA NA NA NA 44.1977924885203 NA 0.121333333333333 NA 364.447049660853 NA NA 364.447049660853 364.447049660853 NA -0.290309850963028 -0.477661235529162 1.54592361485922 1.31795906640721 1.38048478015284 1.02194357366771 NA 1 0 2
