RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.125029	0.119563	0.603979	0.19796	0.30444	0.163175	0.603979	0.270166
1	1	0.134269	0.0993121	0.765148	0.129795	0.161683	-0.0705187	0.844209	-0.0835322
1	2	0.509736	0.49903	0.784769	0.635894	0.690903	0.504447	0.726636	0.694223
1	3	0.857727	0.714762	0.902998	0.791543	0.659841	0.47943	0.856364	0.559844
1	4	0.454565	0.405433	1.13975	0.35572	0.00932	0.105086	0.878664	0.119597
1	5	-0.163937	-0.0816055	1.1741	-0.0695047	-0.16076	-0.0543311	1.65638	-0.0328012
1	6	-0.0188466	0.0305575	1.38702	0.0220311	0.401303	0.293429	1.05763	0.277439
1	7	0.36559	0.4567	1.39984	0.326252	0.736666	0.693198	1.49234	0.464504
1	8	0.8733	0.84336	1.04641	0.805958	0.315769	0.394358	0.879469	0.448404
1	9	0.0763903	0.100033	0.969983	0.103129	0.235786	0.135744	0.472824	0.287092
2	0	-0.204545	-0.19502	1.06627	-0.1829	-0.0101865	-0.12787	1.06627	-0.119923
2	1	0.619205	0.597222	1.00809	0.592429	0.568791	0.329768	1.21794	0.270758
2	2	0.5651	0.556157	1.21271	0.458608	0.854006	0.607638	1.19089	0.510237
2	3	0.81522	0.753907	1.09472	0.688674	0.460409	0.320776	0.959453	0.334333
2	4	0.259937	0.362855	0.909927	0.398774	0.264629	0.340496	1.12802	0.301852
2	5	0.327132	0.276765	1.16175	0.238231	-0.0908409	-0.172029	1.81194	-0.094942
2	6	0.251084	0.181651	1.40141	0.12962	0.592246	0.465413	3.02887	0.153659
2	7	-0.433167	-0.412187	1.52019	-0.271142	-0.0362424	-0.0961879	2.94911	-0.0326159
2	8	0.674225	0.761666	1.90479	0.399868	0.331756	0.348597	0.868719	0.401278
2	9	0.201823	0.32069	0.773988	0.414334	0.365388	0.45638	1.0399	0.43887
3	0	0.086238	0.123047	0.999262	0.123138	0.20741	0.218032	0.999262	0.218193
3	1	0.00158579	0.044074	0.934179	0.0471794	-0.244044	-0.1743	1.06933	-0.163
3	2	-0.0378112	-0.111992	0.861636	-0.129976	0.201757	0.0409918	0.788914	0.0519598
3	3	0.468553	0.447372	0.94911	0.47136	0.619559	0.500845	1.20719	0.414886
3	4	0.850147	0.969724	0.979209	0.990313	0.707541	0.884388	1.20342	0.734895
