RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0894479	0.122993	0.674941	0.182227	0.285656	0.271058	0.674941	0.401602
1	1	0.19439	0.208841	0.778222	0.268357	-0.023184	-0.194305	0.761143	-0.25528
1	2	0.204236	0.44907	1.0745	0.417935	0.442465	0.434943	0.896405	0.485208
1	3	0.534655	0.440072	0.941711	0.467311	0.49951	0.454599	0.832348	0.546165
1	4	0.327629	0.425885	0.863036	0.493473	-0.047066	0.0170735	0.658534	0.0259265
1	5	-0.196596	-0.144635	0.880468	-0.164271	-0.207454	-0.0623075	1.28217	-0.0485953
1	6	-0.178671	-0.0709981	1.13617	-0.0624892	0.106475	0.383669	0.970149	0.395475
1	7	-0.0220373	-0.0815867	0.982627	-0.0830292	0.254243	-0.131283	1.11167	-0.118095
1	8	0.511032	0.517043	0.803462	0.643519	0.191224	0.140395	0.651608	0.215459
1	9	0.105186	0.117223	0.786524	0.149039	0.107319	0.0270473	0.538477	0.0502292
2	0	-0.14338	-0.137476	1.01982	-0.134804	-0.0794784	-0.161464	1.01982	-0.158326
2	1	0.356033	0.325587	1.0015	0.325099	0.487195	0.373416	1.00375	0.372022
2	2	0.644738	0.823647	0.97453	0.845173	0.817276	0.65198	0.98235	0.663694
2	3	0.749123	0.935672	0.994464	0.94088	0.362995	0.518111	1.27888	0.405128
2	4	0.129383	0.291683	0.979025	0.297933	0.268131	0.404708	1.15948	0.349042
2	5	0.388752	0.206692	1.16129	0.177985	-0.0835324	-0.0849862	1.47255	-0.0577137
2	6	0.0856203	0.373321	1.37061	0.272376	0.456267	0.52368	2.76614	0.189318
2	7	-0.340331	-0.463702	1.18702	-0.390643	0.00521022	0.0265604	1.85667	0.0143054
2	8	0.624206	0.821453	1.37082	0.59924	0.347401	0.327229	0.76619	0.427086
2	9	0.228286	0.691229	0.997145	0.693208	0.0182648	0.338115	1.36509	0.247688
3	0	0.041556	0.106202	0.91969	0.115476	0.135865	0.105001	0.91969	0.11417
3	1	-0.0434593	-0.00540046	0.883114	-0.00611525	-0.241525	-0.139462	0.777208	-0.17944
3	2	-0.00630007	-0.0399176	0.82757	-0.0482347	0.289657	0.16471	0.802242	0.205312
3	3	0.356549	0.32769	0.980572	0.334182	0.101281	0.256352	1.02579	0.249907
3	4	0.0935476	0.293877	0.856491	0.343118	0.279555	0.257593	0.634907	0.405718
3	5	0.302852	0.328972	0.620799	0.529917	-0.312831	-0.21448	0.69683	-0.307795
3	6	-0.221929	-0.0185815	0.796661	-0.0233243	0.194331	0.442821	1.43454	0.308685
3	7	0.585448	0.655422	1.23635	0.530125	0.872464	1.13177	1.44008	0.785911
3	8	0.195639	0.189861	1.02668	0.184927	0.0723806	0.0645482	0.593159	0.108821
3	9	0.131846	0.224441	0.724738	0.309685	-0.0738083	0.165077	0.508335	0.32474
4	0	0.0122525	-0.122924	1.01359	-0.121276	0.217188	0.0309652	1.01359	0.0305502
4	1	0.138062	0.333326	0.931928	0.357674	-0.027572	0.0868174	0.752112	0.115432
4	2	0.179273	0.365159	0.910092	0.401234	0.151227	0.199236	1.29219	0.154185
4	3	0.0895266	0.161845	1.05041	0.154078	0.275623	0.270958	0.688191	0.393725
4	4	0.259613	0.387082	0.742944	0.521011	0.194232	0.152664	0.651488	0.234332
4	5	0.216632	-0.0064571	0.673051	-0.00959377	0.22007	-0.013167	0.612355	-0.0215023
4	6	0.153864	0.114839	0.672481	0.17077	0.213311	0.271767	0.38897	0.698685
4	7	0.242152	1.04638	0.574716	1.82069	0.284468	0.667424	0.511778	1.30413
4	8	0.352869	0.595101	0.867788	0.685768	0.188186	0.289762	0.499878	0.579665
4	9	0.215357	0.581743	0.842496	0.6905	0.26624	0.272355	0.785679	0.346649
5	0	0.190762	0.132638	0.940323	0.141056	0.36729	0.128873	0.940323	0.137052
5	1	0.265687	0.306725	1.0385	0.295352	0.266623	0.247181	0.964108	0.256383
5	2	0.302136	0.376816	0.935851	0.402646	0.188025	-0.0300356	1.04544	-0.0287302
5	3	-0.0227432	0.10728	0.989418	0.108428	0.0633916	-0.0112791	0.982893	-0.0114754
5	4	0.266216	0.374202	1.26965	0.294728	0.25868	0.506388	1.49495	0.338732
5	5	0.169432	0.212622	1.15756	0.18368	0.21759	0.0541378	0.850725	0.0636372
