RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0398862	0.124942	0.855564	0.146035	0.124019	0.269825	0.855564	0.315376
1	1	0.061146	0.255747	0.852672	0.299936	-0.000985514	-0.115092	0.94921	-0.121251
1	2	0.121477	0.567259	1.23639	0.458804	0.150324	0.635168	1.02667	0.618667
1	3	0.169309	0.363789	1.05749	0.344011	0.213299	0.363257	0.856623	0.424057
1	4	0.134827	0.465359	0.910898	0.510879	-0.13504	0.17203	0.912235	0.18858
1	5	-0.247637	0.0258308	0.85599	0.0301766	-0.123872	-0.0138805	1.00932	-0.0137524
1	6	-0.066247	0.00252817	1.11027	0.00227708	0.0168223	0.664801	1.15147	0.577352
1	7	-0.0419712	-0.194058	0.947525	-0.204805	0.0701649	-0.476038	1.14826	-0.414575
1	8	0.182398	0.347063	0.986846	0.351689	0.0461855	0.116525	0.823952	0.141421
1	9	0.00883769	0.299168	0.775753	0.385649	-0.0317783	0.0587387	0.683715	0.0859111
2	0	-0.0591671	-0.138494	0.899661	-0.15394	0.0577857	-0.148691	0.899661	-0.165274
2	1	0.171377	0.380098	0.932151	0.407765	0.223187	0.319483	0.580071	0.550765
2	2	0.30353	0.468753	0.831478	0.563758	0.298538	0.563895	0.724181	0.778665
2	3	0.265018	0.776293	0.84131	0.922719	0.0137785	0.31511	1.05214	0.299494
2	4	-0.0534513	0.24254	0.977536	0.248114	0.117756	0.40868	0.860342	0.47502
2	5	0.158849	0.178935	1.0277	0.174112	-0.184995	-0.181335	1.04931	-0.172814
2	6	-0.130376	0.6076	1.25609	0.483723	0.123857	0.526784	1.43535	0.367008
2	7	-0.157248	-0.574814	1.05902	-0.542781	-0.115025	-0.115091	0.403824	-0.285004
2	8	0.106548	0.582622	0.794285	0.733517	0.0281273	0.386851	0.727389	0.531835
2	9	-0.0149201	0.4796	1.14101	0.420331	0.0232857	0.239244	0.954455	0.25066
3	0	0.0151965	0.112306	0.820614	0.136856	-0.00438298	0.177231	0.820614	0.215974
3	1	-0.0781981	-0.0838291	0.901159	-0.0930237	-0.100982	-0.189847	0.964362	-0.196863
3	2	-0.0251866	-0.086293	0.949703	-0.0908632	0.117442	0.112889	0.732048	0.154209
3	3	0.163569	0.579362	0.901701	0.642521	0.0457118	0.289265	0.779933	0.370884
3	4	0.0490642	0.436051	0.827173	0.527158	0.0770405	0.454978	0.678721	0.670346
3	5	0.0364443	0.163279	0.787265	0.2074	-0.109638	0.194743	0.558806	0.348499
3	6	-0.0343704	0.0525862	0.686708	0.0765772	-0.0444828	0.129177	0.749979	0.17224
3	7	-0.0323534	0.603054	1.00642	0.599205	0.139407	1.03141	1.50269	0.686373
3	8	-0.00952218	-0.19043	0.970781	-0.196161	-0.000955988	-0.0238503	0.845693	-0.0282021
3	9	0.0387458	0.39872	0.874454	0.455964	-0.0633691	0.205041	0.614137	0.333868
4	0	0.00113627	-0.161294	1.27519	-0.126487	0.124837	0.0481921	1.27519	0.0377922
4	1	0.0838964	0.399168	1.04394	0.382366	0.00303356	0.122077	0.921955	0.132411
4	2	0.0575903	0.393044	0.97495	0.403143	0.0657501	0.312785	1.16211	0.269152
4	3	0.0326248	0.529971	1.006	0.526811	0.0543371	0.392891	1.02717	0.382499
4	4	0.0828239	0.247172	0.802633	0.307952	0.0491583	0.307417	0.666686	0.461111
4	5	0.0700905	-0.136709	0.817362	-0.167256	0.0704151	-0.225959	0.978514	-0.23092
4	6	-1.58469e-05	-0.221318	0.973924	-0.227244	0.0354339	0.263997	0.505109	0.522654
4	7	0.11623	1.4138	0.700188	2.01918	0.121684	1.09497	1.1715	0.934667
4	8	0.178195	0.777691	1.10537	0.703558	0.15219	0.676944	1.12189	0.603397
4	9	0.175004	1.03281	1.25218	0.824815	0.0986666	0.818431	1.38904	0.589205
5	0	0.0351387	0.0490321	0.901629	0.0543817	0.16655	0.0550888	0.901629	0.0610992
5	1	0.1691	0.199212	0.912659	0.218277	0.115473	0.138483	0.906553	0.152758
5	2	0.116347	0.242061	0.89819	0.269498	0.120926	-0.0270512	1.089	-0.0248404
5	3	0.0286129	0.281891	0.996201	0.282966	0.0468067	0.0481555	0.794844	0.0605848
5	4	0.166055	0.410599	1.13291	0.362429	-0.0141655	0.268852	1.08208	0.248459
5	5	-0.0798617	-0.0842309	0.941907	-0.0894259	-0.0614921	-0.437699	1.24117	-0.352651
5	6	-0.10909	0.277881	1.09766	0.253158	-0.104557	0.534061	1.42363	0.375141
5	7	0.0271651	-0.0620786	0.869694	-0.0713798	0.0157497	0.184155	0.559561	0.329106
5	8	-0.0877034	-0.196128	0.865199	-0.226685	0.0976981	0.0278681	0.733866	0.0379744
5	9	0.139443	0.273147	0.804667	0.339454	-0.0493166	0.171181	0.764622	0.223877
6	0	-0.0426783	-0.0714444	0.901419	-0.0792577	-0.0230421	0.0761998	0.901419	0.0845331
6	1	0.361439	1.15465	0.858494	1.34498	0.39445	1.19307	1.01807	1.17189
6	2	-0.0245148	0.059898	1.19832	0.049985	-0.152847	-0.214446	1.14005	-0.188102
6	3	-0.0535322	-0.277217	1.02892	-0.269426	-0.0380138	-0.125854	0.738612	-0.170393
6	4	-0.0822101	0.182662	0.781131	0.233843	0.0614842	0.0195603	0.610025	0.0320647
6	5	0.195253	0.105029	0.886392	0.11849	0.125018	0.238199	0.749027	0.318011
6	6	0.169075	0.586333	1.09635	0.534803	0.0176642	1.14392	1.9249	0.594277
6	7	-0.193547	-0.444307	1.24048	-0.358172	-0.0940012	-0.520037	1.37637	-0.377833
6	8	0.00647625	0.133133	0.925668	0.143823	-0.0203921	0.0478749	0.620742	0.0771254
6	9	-0.0452139	0.212182	0.721319	0.294158	-0.00669049	0.0849832	0.940928	0.0903185
7	0	-0.00642156	-0.125386	1.16407	-0.107713	-0.0109433	-0.0247394	1.16407	-0.0212524
7	1	-0.0214195	0.766461	1.13067	0.677883	0.00154019	0.341409	1.02371	0.333501
7	2	0.0297382	0.0816563	1.08626	0.075172	-0.0167965	-0.102174	0.869426	-0.117519
7	3	-0.0290032	-0.18846	0.960769	-0.196155	-0.00925527	-0.101615	0.618825	-0.164207
7	4	-0.0101088	0.0803457	0.821046	0.0978578	0.0447811	0.0432117	0.771982	0.055975
7	5	0.12862	0.357909	0.786205	0.455236	0.0577187	0.159714	0.764789	0.208834
7	6	-0.0023079	0.409708	1.12522	0.364115	-0.0600159	0.100091	1.91577	0.0522456
7	7	0.0775944	0.242237	1.0428	0.232296	0.207641	0.61201	1.29629	0.472126
7	8	0.0563274	0.227048	0.829876	0.273593	0.0915777	0.151087	0.523992	0.288337
7	9	0.0311735	-0.0820576	0.744807	-0.110173	0.0497957	-0.222339	0.795266	-0.279578
8	0	-0.0531799	0.0375381	0.921625	0.0407304	0.0532495	0.0650348	0.921625	0.0705654
8	1	0.0924866	0.600978	1.00723	0.596666	-0.036642	0.441886	0.672728	0.656856
8	2	-0.029281	0.298091	0.873707	0.341179	-0.0229765	0.241357	0.949937	0.254077
8	3	0.0498862	-0.0249379	1.01043	-0.0246806	0.299415	0.362471	0.98844	0.366711
8	4	0.424618	0.783387	1.03517	0.756769	0.275168	0.588661	1.09838	0.535935
8	5	0.138263	0.396745	0.927347	0.427827	0.0504527	-0.11821	0.610903	-0.193501
8	6	0.153013	0.352207	0.768341	0.458399	0.0378085	0.568667	0.732995	0.775813
8	7	0.0583311	0.0621288	0.9356	0.0664053	0.227799	0.793673	0.908418	0.873687
8	8	0.14405	0.31163	0.891926	0.34939	0.0905386	0.183865	1.1098	0.165674
8	9	-0.042368	0.339017	1.27015	0.266911	-0.0956842	0.349097	1.62546	0.214768
9	0	0.0624586	0.267538	0.763143	0.350573	0.118905	0.357521	0.763143	0.468485
9	1	0.177702	0.473712	0.926833	0.511108	0.157353	0.511711	0.930289	0.550056
9	2	0.135111	0.7118	0.959189	0.742085	0.243209	0.633241	0.985982	0.642244
9	3	0.210011	1.15939	1.09575	1.05809	0.216994	0.853809	0.809011	1.05537
9	4	0.0990244	0.0725248	1.03471	0.0700923	-0.0733233	-0.0702521	1.0815	-0.0649577
9	5	-0.0108068	0.465173	1.02181	0.455246	-0.092657	-0.153066	0.626739	-0.244227
9	6	0.0555841	-0.501343	1.11071	-0.451373	0.170274	0.437453	0.822074	0.532133
9	7	0.0378965	0.334335	1.03622	0.32265	0.140111	-0.0246383	1.28823	-0.0191258
9	8	0.126619	0.536431	0.802975	0.668054	0.0335117	0.204135	0.697105	0.292833
9	9	-0.0114153	0.689446	1.08935	0.632899	-0.247219	0.423196	1.19675	0.353621
10	0	0.0207882	0.0648016	0.984151	0.0658452	0.0279021	0.166035	0.984151	0.168709
10	1	0.0369572	0.513925	0.913978	0.562295	0.116235	0.35086	0.696546	0.503714
10	2	0.0805463	0.514952	0.915139	0.562704	-0.00164695	0.424392	0.827452	0.51289
10	3	-0.0278655	0.250165	0.832852	0.300372	-0.0383175	0.290031	0.685151	0.42331
10	4	-0.00819824	0.0996825	1.03775	0.0960564	0.0315066	0.0836367	0.757645	0.11039
10	5	0.12087	-0.0923662	0.852687	-0.108324	0.190694	0.570211	0.669529	0.85166
10	6	0.0942818	0.5099	0.684085	0.745375	-0.0714304	0.229388	0.499427	0.459303
10	7	0.099135	0.62252	1.22531	0.508053	0.208918	0.156136	0.749679	0.20827
10	8	0.111741	0.964026	1.14297	0.843442	0.219673	0.507174	1.10122	0.460555
10	9	0.199037	0.101787	1.04893	0.097039	0.117645	0.338641	1.29057	0.262397
11	0	0.0437797	0.213005	1.04699	0.203445	0.151296	0.288792	1.04699	0.275831
11	1	0.304678	0.849061	1.12536	0.754479	0.215456	0.81446	1.09668	0.742658
11	2	0.0516939	0.197659	0.984029	0.200867	-0.0230766	0.373069	0.626058	0.595902
11	3	-0.0260707	0.0831455	0.901843	0.092195	-0.000906853	0.164973	1.37186	0.120255
11	4	0.0566256	0.828148	0.906104	0.913966	0.030242	0.818095	1.15931	0.705674
11	5	-0.034718	0.00921845	1.15112	0.00800822	-0.0905778	0.0155849	0.956439	0.0162947
11	6	-0.0726035	0.0743701	1.3349	0.0557121	0.266441	0.153187	1.8769	0.081617
11	7	0.362004	0.729903	1	0.729901	0.128576	0.239435	0.70897	0.337722
11	8	0.0330029	0.3697	0.988571	0.373974	0.213549	-0.0202636	0.325515	-0.062251
11	9	0.143637	0.0434208	0.947899	0.0458074	-0.0577896	-0.140818	0.920661	-0.152953
12	0	0.108782	0.397433	1.17247	0.338971	0.199984	0.726814	1.17247	0.619901
12	1	0.193819	0.845525	1.12408	0.752191	0.191597	0.653815	1.04236	0.627247
12	2	0.0685517	0.245899	0.996468	0.24677	0.0313998	0.197687	0.654196	0.302183
12	3	0.00238213	0.303478	0.920389	0.329728	-0.0645041	-0.0031946	1.04996	-0.0030426
12	4	0.0428402	0.176055	0.964998	0.18244	0.101787	0.104719	0.802101	0.130556
12	5	0.0227926	0.27874	1.03735	0.268702	-0.118039	0.276299	0.548631	0.503615
12	6	-0.0180728	-0.118769	0.707217	-0.167939	-0.0461126	0.0904402	0.897204	0.100802
12	7	0.0205364	0.921047	0.961878	0.957551	0.253523	0.64411	0.843427	0.763682
12	8	0.103241	0.244607	1.24873	0.195884	-0.0801886	0.113028	0.574313	0.196806
12	9	-0.0308055	-0.0967224	0.892569	-0.108364	0.124747	-2.60742e-05	0.668992	-3.89754e-05
13	0	0.0423034	0.298565	1.12464	0.265476	0.147491	0.47362	1.12464	0.42113
13	1	0.189024	0.424642	0.976991	0.434643	0.0815987	0.228711	0.968487	0.236153
13	2	0.0253455	0.331287	0.895908	0.369779	0.0420025	0.265752	0.768164	0.345958
13	3	0.132629	0.260623	0.816764	0.319092	0.0859562	0.131641	0.986945	0.133383
13	4	0.0733513	0.476878	1.20008	0.397373	0.115178	0.253948	1.44916	0.175238
13	5	0.136522	0.476284	1.21501	0.392001	0.128905	0.205507	1.34842	0.152406
