RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0254722	0.122509	0.89839	0.136365	0.00252098	0.253999	0.89839	0.282727
1	1	-0.041159	0.179926	0.866636	0.207614	-0.0312312	-0.151531	0.822918	-0.184139
1	2	0.0293556	0.426106	1.14306	0.372777	0.158873	0.619917	0.817021	0.758753
1	3	0.184926	0.691671	0.974918	0.709466	0.16071	0.518388	0.983468	0.527102
1	4	0.110877	0.356957	0.985042	0.362377	-0.0261911	0.191177	0.729159	0.262188
1	5	-0.0669708	0.12335	0.8209	0.150262	0.00984929	0.179514	1.06711	0.168224
1	6	0.086431	0.211838	1.18594	0.178625	0.0638479	0.708978	1.35144	0.52461
1	7	0.0330719	0.170763	1.01686	0.167932	0.0607109	-0.302395	0.998335	-0.302899
1	8	-0.00385692	0.31408	1.04079	0.301772	0.0416387	0.151919	0.810327	0.187478
1	9	0.000119281	0.570488	0.840546	0.678711	-0.0690607	0.170423	0.508866	0.334907
2	0	-0.0360967	-0.13105	0.871032	-0.150454	0.0357989	-0.194237	0.871032	-0.222997
2	1	0.0797983	0.421639	0.914574	0.461022	0.0606625	0.378556	0.719924	0.525828
2	2	0.111774	0.45198	0.894436	0.505324	0.189467	0.50792	0.692258	0.733714
2	3	0.170034	0.700115	0.830244	0.843263	0.0335343	0.54466	0.965497	0.564124
2	4	-0.0148387	0.327594	1.02499	0.319607	-0.0109119	0.299009	0.857155	0.348839
2	5	0.0517827	0.270558	1.01074	0.267683	-0.0113612	0.573914	1.00231	0.572593
2	6	0.0112728	0.417303	1.27895	0.326287	0.0949617	0.531935	1.1744	0.452942
2	7	-0.0791783	-0.322639	0.903045	-0.357279	-0.0480736	0.0974093	0.233372	0.4174
2	8	0.0121483	0.529068	0.728685	0.726059	0.045145	0.346423	0.790711	0.438116
2	9	0.0593056	1.102	1.16237	0.948063	-0.0854173	0.381669	1.27199	0.300057
3	0	0.000204828	0.114754	0.804404	0.142657	-0.0321454	0.219752	0.804404	0.273186
3	1	-0.0658596	0.0684548	0.909239	0.075288	-0.0619897	-0.0549791	0.862374	-0.0637532
3	2	-0.0216548	-0.0907087	0.897161	-0.101106	0.0733977	0.080526	0.643794	0.12508
3	3	0.098808	0.575131	0.864317	0.665416	0.0233877	0.459149	0.982959	0.467109
3	4	-0.0472437	0.4951	0.882634	0.560934	-0.0114821	0.344694	0.658135	0.523743
3	5	0.0799738	0.389012	0.827943	0.469853	0.0358016	0.288788	0.537781	0.537
3	6	0.0197945	0.368099	0.628871	0.585333	-0.0641282	0.121818	0.960061	0.126886
3	7	-0.0202399	-0.106362	1.08226	-0.0982779	0.0808982	0.457628	1.36598	0.335018
3	8	-0.0155213	-0.227382	0.980226	-0.231969	-0.0290169	-0.255607	0.973019	-0.262695
3	9	-0.0180113	0.392968	0.970313	0.404991	-0.0389141	0.475387	0.946085	0.502478
4	0	0.000803466	-0.160089	1.3046	-0.122712	0.0807718	-0.131584	1.3046	-0.100861
4	1	0.039161	0.254699	1.05555	0.241296	-0.0370445	0.0462995	0.91446	0.0506304
4	2	0.0221203	0.217651	0.9679	0.224869	0.0466825	0.422156	1.11131	0.379873
4	3	-0.00850857	0.60379	0.973051	0.620513	0.0158768	0.459182	0.994381	0.461776
4	4	0.0558238	0.089583	0.846436	0.105836	0.0754779	0.139039	0.79243	0.175458
4	5	0.0313456	0.233946	0.867049	0.269818	-0.0401678	0.221919	0.856808	0.259006
4	6	-0.0281364	0.571688	0.922438	0.619758	-0.0119831	0.477502	1.24609	0.383201
4	7	0.104102	1.42648	0.887304	1.60765	0.151659	1.09105	1.25587	0.868759
4	8	0.152189	0.706488	1.1046	0.63959	0.0844199	0.48434	0.785356	0.616714
4	9	0.0661094	0.859985	1.16303	0.739434	0.130069	0.732984	1.23163	0.595133
5	0	0.00428306	0.0541295	0.9437	0.0573588	0.0595323	-0.0604945	0.9437	-0.0641035
5	1	0.0695595	0.394998	0.910408	0.433869	0.0390666	0.40579	0.994247	0.408138
5	2	0.001266	0.0608669	0.889529	0.068426	0.0675773	-0.117853	1.1489	-0.102579
5	3	0.0711405	0.359736	1.02567	0.350731	0.0182756	0.0493421	0.729508	0.0676375
5	4	0.0514639	0.257037	1.02581	0.25057	-0.0173875	0.21498	1.08862	0.19748
5	5	-0.0331573	-0.0652633	0.87103	-0.0749266	0.056022	-0.337649	0.980765	-0.344271
5	6	-0.0242156	0.166281	1.01649	0.163583	-0.16063	0.427043	1.2368	0.34528
5	7	0.0144253	0.238588	0.869069	0.274533	0.0937656	0.377512	0.762689	0.494975
5	8	0.0250808	0.10271	0.911414	0.112693	0.0594608	-0.164667	0.806356	-0.204212
5	9	0.031842	0.175897	0.823387	0.213626	-0.0792788	0.0736093	0.640389	0.114945
6	0	-0.02178	-0.0664898	0.901437	-0.0737598	0.00555615	0.126973	0.901437	0.140856
6	1	0.218359	1.02661	0.856342	1.19883	0.177817	1.01508	1.05586	0.961374
6	2	-0.0961683	-0.304473	1.17513	-0.259097	-0.206816	-0.260711	1.21606	-0.214391
6	3	-0.113497	0.0812445	1.08234	0.0750636	-0.0210146	-0.0294596	0.592236	-0.0497431
6	4	-0.0391405	-0.157095	0.765629	-0.205185	-0.0462049	-0.322865	0.94996	-0.339872
6	5	0.017309	-0.176039	1.01795	-0.172936	0.0266671	0.261993	0.967817	0.270705
6	6	-0.0536868	1.13628	1.32847	0.855333	-0.0424825	0.792079	1.75289	0.45187
6	7	-0.108842	-0.588451	1.16253	-0.50618	-0.118297	-0.652327	1.33964	-0.486941
6	8	0.00299162	0.229466	0.870094	0.263725	-0.0448677	-0.0292232	0.658075	-0.0444071
6	9	-0.0596996	0.0258118	0.728398	0.0354364	-0.000896846	0.089624	0.921825	0.0972246
7	0	-0.00430282	-0.123389	1.20748	-0.102187	0.0408649	0.010571	1.20748	0.0087546
7	1	0.00916036	0.816245	1.15333	0.707731	-0.051318	0.344596	1.08294	0.318205
7	2	0.000767501	0.0878904	1.12907	0.0778433	0.0361244	0.0618385	0.945904	0.0653751
7	3	0.0173622	0.0264538	1.07116	0.0246964	-0.0225687	-0.218394	0.653374	-0.334255
7	4	-0.0350526	-0.0139281	0.873155	-0.0159514	0.00186944	-0.0620092	0.937328	-0.0661553
