RUN	Year	DeltaBV	Sel	Var	Beta	DeltaBVRecruits	SelRecruits	VarRecruits	BetaRecruits
1	0	0.0982355	0.121256	0.644119	0.18825	0.29075	0.234251	0.644119	0.363676
1	1	0.211669	0.256148	0.75443	0.339525	0.0148453	-0.123759	0.972458	-0.127265
1	2	0.151053	0.210955	0.998445	0.211284	0.196498	0.161761	0.790201	0.204708
1	3	0.351822	0.208936	0.840434	0.248605	0.554936	0.443804	0.76945	0.576781
1	4	0.475228	0.515147	0.968904	0.53168	-0.143414	-0.0841248	1.05394	-0.0798196
1	5	-0.255211	-0.136	1.03302	-0.131654	0.219122	0.447254	1.45022	0.308404
1	6	0.0657557	0.150115	1.22172	0.122872	0.23443	0.446112	0.764959	0.583185
1	7	0.281361	0.405283	0.769172	0.526909	0.116676	-0.064443	0.689244	-0.0934981
1	8	0.274478	0.312512	0.680277	0.459389	0.478958	0.475441	0.837227	0.567876
1	9	0.354849	0.441694	1.04492	0.422706	0.261271	0.18401	0.860193	0.213918
2	0	-0.163854	-0.148089	1.04022	-0.142363	-0.1192	-0.175346	1.04022	-0.168566
2	1	0.363289	0.321046	0.996653	0.322125	0.583519	0.465535	1.04331	0.446208
2	2	0.740756	0.855515	1.06262	0.805103	1.13271	1.03342	1.21223	0.852491
2	3	0.921555	1.07736	1.18414	0.909821	0.239949	0.345841	1.05597	0.32751
2	4	0.116506	0.310394	0.930851	0.333452	0.224759	0.378114	1.31272	0.288039
2	5	0.4513	0.411972	1.24277	0.331495	-0.00559609	0.0621087	2.00884	0.0309176
2	6	0.219745	0.401786	1.74892	0.229733	0.511064	0.533988	3.3888	0.157574
2	7	-0.468377	-0.561583	1.5525	-0.361728	0.077681	0.0466408	2.3778	0.0196152
2	8	0.771564	0.967755	1.69167	0.572072	0.447856	0.311799	0.974102	0.320089
2	9	0.351218	0.740028	0.978216	0.756508	0.478871	0.565134	1.46961	0.384547
3	0	0.0441898	0.0885637	0.942358	0.093981	0.231637	0.194034	0.942358	0.205902
3	1	0.0652439	0.0779398	0.917664	0.0849328	-0.221851	-0.126935	1.00466	-0.126347
3	2	0.00201012	-0.0873866	0.904678	-0.0965942	0.256806	0.153728	0.857455	0.179284
3	3	0.494455	0.424106	1.0417	0.407129	0.394288	0.363728	1.15657	0.314488
3	4	0.346037	0.505065	0.903911	0.558756	0.380924	0.423096	0.792659	0.533768
3	5	0.420488	0.47787	0.782174	0.610951	0.0225961	0.246131	1.118	0.220154
3	6	0.0940413	0.267301	1.02102	0.261797	0.503523	0.574899	2.07371	0.277232
3	7	0.9311	0.814678	1.59949	0.509335	1.07825	1.05479	2.10026	0.502218
3	8	0.237496	0.276608	1.22115	0.226513	-0.0933635	-0.0834052	0.67785	-0.123044
3	9	-0.0397788	0.0345081	0.710307	0.0485819	-0.0267746	0.0621074	0.466202	0.13322
4	0	0.0184121	-0.106943	0.94314	-0.11339	0.296661	-0.0608336	0.94314	-0.0645012
4	1	0.251168	0.39148	0.894352	0.437725	0.108422	0.100025	0.65694	0.152259
4	2	0.202035	0.232216	0.812501	0.285804	0.166944	0.103581	0.788434	0.131376
4	3	0.180931	0.289145	0.771006	0.375023	0.235644	0.205611	0.531974	0.386506
4	4	0.214123	0.236157	0.62697	0.376665	0.18323	0.177163	0.63777	0.277786
4	5	0.0837878	0.062967	0.776158	0.0811265	-0.0624693	-0.245137	0.941602	-0.260341
4	6	-0.031539	0.31081	1.02881	0.302107	0.225196	0.48846	0.761853	0.641147
4	7	0.605547	1.13994	0.683647	1.66744	0.676495	0.939475	0.774317	1.2133
4	8	0.562303	0.756012	1.05046	0.719696	0.307854	0.461274	0.816515	0.564931
4	9	0.366278	0.534985	1.08383	0.493605	0.474216	0.46179	0.859318	0.537391
5	0	0.229664	0.177195	0.987476	0.179443	0.426632	0.209244	0.987476	0.211897
5	1	0.272643	0.267894	1.08637	0.246595	0.33477	0.191833	0.979625	0.195823
5	2	0.365964	0.502115	0.954961	0.525796	0.217232	-0.091242	0.898959	-0.101497
5	3	0.04941	0.104808	0.924959	0.113311	0.210674	0.0664729	0.971786	0.0684029
5	4	0.454776	0.51831	1.30034	0.398595	0.338778	0.407735	1.40676	0.28984
5	5	0.11339	0.192039	1.13597	0.169053	-0.0534646	-0.140838	1.29452	-0.108795
5	6	0.173905	0.0861755	1.27327	0.0676804	0.029256	0.354975	1.1306	0.31397
5	7	0.0411541	0.212871	1.04009	0.204666	0.214938	0.219264	1.28685	0.170388
5	8	0.078178	0.0424748	1.1169	0.0380291	0.307111	0.379786	0.978642	0.388074
5	9	0.377201	0.340839	0.771618	0.44172	0.106703	0.2655	0.629218	0.421952
6	0	-0.118321	-0.0800236	0.9191	-0.0870673	-0.129125	0.0502474	0.9191	0.0546702
6	1	1.02991	1.27834	0.906912	1.40955	1.11283	1.49285	1.11603	1.33765
6	2	-0.169292	-0.252923	1.40001	-0.180659	-0.296427	-0.268211	1.33705	-0.200599
6	3	-0.132755	-0.151895	1.21263	-0.125261	0.138234	0.00260747	1.25473	0.00207811
6	4	0.102724	0.333311	1.2757	0.261277	-0.27476	-0.0920663	1.20852	-0.0761812
6	5	-0.00157513	-0.123718	1.26068	-0.0981362	0.102548	0.202049	1.45755	0.138622
6	6	0.467429	0.937379	1.39979	0.669658	0.26027	0.817713	1.74896	0.467541
6	7	-0.447492	-0.535114	0.911524	-0.587053	-0.34155	-0.281188	0.738981	-0.380508
6	8	-0.000409759	0.0747549	0.939778	0.0795454	0.0957882	0.216378	1.05986	0.204157
6	9	0.0714415	0.112562	0.783617	0.143644	0.33605	0.29294	0.656757	0.446041
7	0	-0.0282265	-0.0832881	0.983376	-0.0846961	0.136455	-0.0683581	0.983376	-0.0695137
7	1	0.343741	0.599483	0.995225	0.602359	0.444634	0.562164	0.852546	0.659393
7	2	0.31783	0.3444	0.945901	0.364097	0.0552453	0.104649	1.02531	0.102066
7	3	-0.053931	-0.0252355	0.920216	-0.0274234	-0.091448	-0.124215	0.510855	-0.243151
7	4	0.0504336	0.118748	0.611085	0.194323	-0.081145	0.0160672	0.41516	0.0387013
7	5	-0.0217306	-0.0630061	0.532273	-0.118372	0.11897	0.0406484	0.438872	0.0926201
7	6	0.022446	-0.0600528	0.60583	-0.0991249	-0.283734	-0.0700912	0.520149	-0.134752
7	7	-0.0320961	0.0124154	0.593731	0.0209109	0.497442	0.616839	0.936389	0.658742
7	8	0.254315	0.162271	0.652867	0.248551	0.246954	0.233467	0.464574	0.50254
7	9	0.122676	0.131001	0.632956	0.206967	-0.116066	-0.281196	0.648511	-0.433602
8	0	-0.124031	-0.0171278	0.933503	-0.0183478	0.124607	0.132235	0.933503	0.141655
8	1	0.79348	0.983708	1.00524	0.978585	0.878562	1.00387	1.08503	0.925205
8	2	0.366917	0.438008	1.07297	0.40822	0.178038	0.17186	0.677671	0.253604
8	3	0.234869	0.211546	0.727723	0.290695	0.360219	0.0996564	0.706442	0.141068
8	4	0.868007	0.878572	0.927203	0.947551	0.70702	0.778061	1.21796	0.638824
8	5	0.280609	0.389286	1.26984	0.306563	0.0506074	0.0495861	1.83066	0.0270865
8	6	0.722373	0.706701	1.35865	0.520149	0.698781	0.561988	1.8187	0.309004
8	7	0.721998	0.556538	1.37424	0.40498	0.999527	1.10849	2.0435	0.542447
8	8	0.371543	0.281334	1.11401	0.252541	0.494943	0.278596	0.898658	0.310013
8	9	0.596914	0.63738	1.05907	0.601833	0.364799	0.415084	1.02915	0.403328
9	0	0.23857	0.313178	1.01417	0.308801	0.555176	0.497712	1.01417	0.490757
9	1	0.529459	0.612558	1.14563	0.534689	0.356821	0.347914	1.01274	0.343538
9	2	0.520892	0.674157	1.01774	0.662404	0.784368	0.90311	0.948033	0.952615
9	3	0.777115	0.990364	1.10155	0.899064	0.520933	0.465005	1.00117	0.464464
9	4	0.0201191	0.0127921	1.0412	0.0122859	-0.353607	-0.244093	1.19217	-0.204746
9	5	-0.199269	-0.0067173	1.06145	-0.0063284	-0.0736909	-0.158344	0.807825	-0.196013
9	6	0.320186	0.0738998	0.87432	0.0845227	0.0568491	0.264913	0.955827	0.277156
9	7	-0.257871	-0.081394	0.937466	-0.0868234	0.374364	0.427579	1.53548	0.278465
9	8	0.675673	0.873101	0.889347	0.981733	0.389955	0.389453	0.756775	0.514622
9	9	0.219843	0.311427	0.956399	0.325625	0.207198	0.116417	0.791071	0.147164
10	0	0.0460534	0.0641526	0.88765	0.0722724	0.238458	0.187325	0.88765	0.211035
10	1	0.349324	0.447611	0.845409	0.529461	0.27856	0.294232	0.505969	0.581522
10	2	0.228188	0.313814	0.671615	0.467253	0.0713823	0.110795	0.651132	0.170157
10	3	0.124727	0.262261	0.809213	0.324094	0.238414	0.234356	0.854255	0.274339
10	4	0.094542	0.0955046	0.926226	0.103112	-0.289824	-0.324461	0.771875	-0.420354
10	5	-0.134562	-0.314638	0.718783	-0.437738	0.445022	0.311444	0.528531	0.589264
10	6	0.289382	0.645418	0.696478	0.926689	-0.0229394	0.11514	0.514959	0.22359
10	7	0.543467	0.157382	1.11881	0.140669	0.995818	0.435037	0.592356	0.734417
10	8	0.574748	0.936897	0.914226	1.0248	0.432542	0.408951	0.691968	0.590997
10	9	0.417007	0.439808	0.896334	0.490675	0.071025	0.0808886	0.75895	0.10658
11	0	0.17937	0.247627	1.19302	0.207563	0.253632	0.284017	1.19302	0.238066
11	1	0.482953	0.640315	1.12187	0.570759	0.555794	0.606336	0.932971	0.649898
11	2	0.498939	0.487096	1.07371	0.453656	0.702501	0.75364	0.983619	0.76619
11	3	0.586555	0.589518	1.15104	0.512162	0.0111248	-0.0659067	1.26898	-0.0519369
11	4	0.0360621	0.351983	1.17127	0.300513	0.261646	0.562292	1.31993	0.426
11	5	0.17455	0.29821	1.09099	0.273339	-0.244928	0.084251	1.48858	0.0565982
11	6	-0.735334	-0.903341	1.44582	-0.624796	0.216143	-0.156048	3.24014	-0.0481608
11	7	1.04711	0.994829	2.29245	0.433959	0.638657	0.597998	1.74989	0.341736
11	8	0.340428	0.30078	1.1338	0.265286	0.672538	0.132227	0.624365	0.211779
11	9	0.531288	0.519424	0.890205	0.583487	0.141279	0.0216469	0.987636	0.0219179
12	0	0.257163	0.385136	1.17303	0.328325	0.668409	0.773584	1.17303	0.659473
12	1	0.908655	1.12378	1.26426	0.888879	0.778234	0.719506	1.03872	0.692683
12	2	0.266742	0.264919	1.06999	0.247591	0.00202354	-0.113298	0.994266	-0.113951
12	3	0.0576064	0.364828	0.983724	0.370865	0.157904	0.35419	1.08942	0.325117
12	4	0.291455	0.215899	1.04833	0.205946	0.145609	0.0222563	1.13022	0.019692
12	5	-0.163748	0.0525569	0.90348	0.0581716	-0.843342	-0.365964	1.13631	-0.322064
12	6	-0.624959	-0.778402	1.2575	-0.619009	-0.166755	-0.16918	1.08101	-0.156502
12	7	-0.0518638	0.203275	0.783992	0.259282	0.287001	0.409691	0.738833	0.554512
12	8	0.0808779	0.104358	0.90294	0.115576	-0.0770147	0.0654712	0.536224	0.122097
12	9	0.00943699	-0.0822903	0.942064	-0.0873511	0.270129	0.335361	1.00345	0.334209
13	0	0.207924	0.273697	1.06368	0.257313	0.366578	0.461302	1.06368	0.433686
13	1	0.349454	0.31936	1.05053	0.304	0.325459	0.212102	0.778433	0.272473
13	2	0.376226	0.338208	0.730168	0.463192	0.360243	0.355185	0.711998	0.498856
13	3	0.409037	0.477003	0.813805	0.58614	0.311304	0.347999	0.860977	0.40419
13	4	0.303832	0.223201	0.840889	0.265434	0.18177	-0.0354832	0.931701	-0.0380843
13	5	0.154372	0.0237219	0.897734	0.0264242	0.115338	-0.26872	0.972148	-0.276418
